,decision,titleabstract
2085,Excluded,"Computerized tomography. [French] Computerized tomography is a valuable tool in carrying out treaments using ionizing irradiation. It determines the contour of the patient with exactitude. Within this contour it situates, respectively, the tumor which is to be irradiated and the healthy adjacent organs which are to be preserved. The study of the distribution of the doses delivered is improved, all the more so as it takes into account the variations in density of tissues it passes through which modifies the absorption of rayons. Computerized tomography linked to computerized dosimetric study permits the establishment of more precise plans of irradiation perfectly suited to each patient."
3012,Excluded,"Noisy vestibular stimulation improves autonomic and motor responsiveness in central neurodegenerative disorders The vestibular nerves are known to influence neuronal circuits in the medullary cardiovascular areas and, through the cerebellar vermis, the basal ganglia and the limbic system. By means of noisy galvanic vestibular stimulation (GVS), it might be possible to ameliorate blunted responsiveness of degenerated neuronal circuits of patients with multi system atrophy or Parkinson's disease, or both. We evaluated the effect of 24-hour noisy GVS on long-term heart rate dynamics in 7 patients with multi system atrophy and on daytime trunk activity dynamics in 12 patients with either levodopa-responsive Parkinson's disease or levodopa-unresponsive parkinsonism. Six of the latter patients were also examined for cognitive performance by means of a continuous performance test. Short-range or high-frequency fluctuations of heart rate were significantly increased by the noisy GVS compared with sham stimulation, suggestive of improved autonomic, especially parasympathetic, responsiveness. Long-range antipersistency of trunk activity patterns probed by an autocorrelation measure was significantly increased by the noisy GVS, suggestive of quickening of bradykinesic rest-to-active transitions. The mean reaction time of the continuous performance test was also significantly decreased by the noisy GVS, without significant changes in either the omission or commission error ratios, which is suggestive of improved motor execution during the cognitive task. In conclusion, the noisy GVS is effective in boosting the neurodegenerative brains of patients with multi system atrophy or Parkinson's disease, or both, including those unresponsive to standard levodopa therapy; it is also effective in improving these patients' autonomic and motor responsiveness."
1764,Included,"Radiation effects of iridium-192 implants in the cat brain The radiation effects of <sup>192</sup>Ir permanent implants into the cat brain were studied with respect to morphological changes, blood flow, brain water and electrolytes. <sup>192</sup>Ir wires (10 animals) and non-radioactive silver wires (5 control animals) were placed stereotactically into the left internal capsule. Activity of <sup>192</sup>Ir was 0.31 mCi, the accumulated dose at 5 mm distance was 3060 rad after 21 days and 4680 rad after 35 days, respectively. None of the animals presented a neurological deficit, and the EEG recording was without significant changes. Histological damage which could be attributed to the radiation was not observed. Serum proteins, however, were detected immunohistochemically in reactive astrocytes (3 x), in macrophages (2 x) and as diffuse perivascular accumulation. Brain water in the white matter near the implantation site increased from 68.6 to 73.2%, corresponding to a volume increase of about 17%. There was no change in the grey matter or the opposite hemisphere. Cerebral blood flow decreased slightly but there was no relationship with the development of edema. The findings suggest that low dose rate topical irradiation of the brain produces primarily membrane-dependent changes, resulting in local brain-edema."
945,Excluded,"Patterns of care for patients with small cell lung cancer: A survey of German radiation oncology institutions on recommendations for prophylactic cranial irradiation Background: Prophylactic cranial irradiation in SCLC was first proposed in 1973 and is recommended for patients demonstrating good response to initial therapy. The general pattern of care amongst radiation oncologists in Germany has not been previously evaluated.We conceptualized and conducted this survey to assess patterns of care. Method(s): We surveyed radiation oncology institutions in Germany via an online questionnaire sent by e-mail to member institutions of the German Society for Radiation Oncology (DEGRO e.V.). The questions were based on respondent and treatment characteristics with emphasis on prophylactic cranial irradiation in limited- and extensive-stage SCLC. Result(s):We receivedatotal of95responses (29%response rate). Of which 64were completed and returned and hence eligible for evaluation. Sixty-one percent of respondents were between the ages of 50-59, 88%with over 15 years of experience in the management of lungmalignancies. Sixtysevenpercent of the institutions stage theirpatients initially with 18F-FDG-PET/CT. Of the 64 responses, 97% recommended deliveryofPCI in therapy responders with LS-SCLC compared to 67% with ES-SCLC. Interestingly, a quarter of respondents offered hippocampal-avoidance PCI with only 38% following their patients with serial brain imaging followingPCI.Neuropsychological testingwas generally not routinely performed. Conclusion(s): German radiation oncology institutions showed interesting variations in certain aspects yet in general congruence in SCLC management and PCI delivery in accordance with the updated national and international guidelines. Future randomized clinical trials will further reduce discrepancies regarding delivery of PCI especially in ES-SCLC."
2829,Excluded,"Monkey, rat, and first in human evaluation of [<sup>18</sup>F]PF- 06445974, a PET radioligand that preferentially labels phosphodiesterase 4B Introduction: Phosphodiesterase-4 (PDE4) metabolizes and terminates the actions of the second messenger cyclic adenosine monophosphate (cAMP). PDE4 has four isozymes: A, B, C, and D. PDE4B and PDE4D have the highest expression in brain and are linked to cognitive deficits as well as major depressive disorder (MDD). This PET study assessed the newly developed PDE4B-selective radioligand [<sup>18</sup>F]PF-06445974 in rats, rhesus monkeys and, for the first time, humans. A concomitant goal was to determine whether [<sup>18</sup>F]PF-06445974 could accurately quantify PDE4 in human brain. Method(s): In two human subjects, two whole body PET scans for radiation exposure dosimetry and three brain PET scans for specific PDE4B quantification were performed. In the pharmacokinetic analysis, target enzyme density was quantified as total distribution volume (V ) using the two-tissue compartment model and serial concentrations of parent radioligand in arterial plasma. In one male rhesus monkey, four PET whole body scans were performed on different days. The first scan was acquired under baseline conditions, and rolipram (1.0 mg/kg), a PDE4 inhibitor, was administered IV in the second scan. The same baseline and blocked paradigms were repeated with PF- 06445974 (0.1 mg/kg) as the blocking drug. Finally, brain PET scans were conducted in four rats. Concentration of radioactivity as standardized uptake value (SUV) was compared across conditions and species. Result(s): [<sup>18</sup>F]PF-06445974 readily entered human brain and showed widespread distribution, with lower binding in cerebellum. V was well identified in all examined brain regions, and V calculated from the first 90 min of scan data fell within 10%. V was highest in thalamus and striatum, broadly matching human brain RNA expression. Wholebody imaging in the two humans and one monkey was notable for early distribution in the blood pool, accumulation in target organs (i.e., brain, lung), and excretion via urinary tract. Doses in the two humans were 19.6 and 19.3 muSV/MBq, respectively, similar to the value extrapolated from monkey (16.5 muSv/MBq). In monkey blocking scans, both drugs substantially blocked brain uptake; at 60 min, rolipram blocked 78% of uptake and PF-06445974 blocked 92%. However, for the rolipram-blocked scan, radioactivity in brain increased after 20 min and returned to baseline by the end of the scan. Rats showed a similar pattern to monkey. To assess whether this was due to radiometabolite in brain or rapid rolipram clearance, a second rolipram dose was injected as a displacing agent at 120 min in a rat that had undergone pre-injection of 1 mg/kg iv. This repeat rolipram dose replenished rolipram concentrations in brain and restored its ability to block radioligand binding, proving that no radiometabolite entered rat or monkey brain. Conclusion(s): [<sup>18</sup>F]PF-06445974 successfully imaged and quantified PDE4B in human brain. No radiometabolite contamination occurred, reflecting parent radioligand binding to PDE4 in brain. In nonhuman primates,, rolipram washed out more quickly than PF-06445974. Fig.1 In human brain, [<sup>18</sup>F]PF-06445974 had widespread distribution, with high uptake in striatum and thalamus. Fig.2 In human brain, two-tissue compartment modeling with plasma parent input was well-fitted (A). Distribution volume (V ) was well identified and stable (B)."
1239,Excluded,"Scintigraphic detection of melanoma metastases with a radiolabeled benzamide ([iodine-123]-(S)-IBZM) UNLABELLED: Iodine-123-(S)-2-hydroxy-3-iodo-6-methoxy-N-[(1-ethyl-2-pyrrolidinyl) methyl] benzamide ([123I]-(S)-IBZM) is a radiolabeled benzamide usually employed to study neuropsychiatric disorders, such as schizophrenia and Parkinson's disease. The ectodermic origin of melanocytes and the presence of melanin in the substantia nigra are the theoretic basis of the experimental use of this class of tracers for melanoma imaging.METHODS: Eleven patients with proven metastatic melanoma entered the study. Whole-body and planar scintigrams were performed 2, 4 and 24 hr after intravenous injection of a mean tracer activity of 205 MBq. The dosimetric evaluation was performed by the Medical Internal Radiation Dose Committee method.RESULTS: The [123I]-(S)-IBZM scans allowed the detection of all six cutaneous lesions, five of six superficial pathologic lymph nodes, four of five pulmonary and one of two hepatic metastases. The maximum tumor-to-background ratio was 2.6 in planar images. The hepatobiliary excretion of the tracer may limit detection of intra-abdominal lesions. Dosimetry is similar to data for nononcologic patients.CONCLUSION: Although it is unclear if the mechanism of radiopharmaceutical uptake in melanoma is due to binding to membrane receptors or due to interactions with intracellular structures, radiolabeled benzamide is a promising tracer to detect melanoma."
939,Excluded,"The role of functional imaging in the diagnosis and management of late normal tissue injury Normal tissue injury after radiation therapy (RT) can be defined based on either clinical symptoms or laboratory/radiologic tests. In the research setting, functional imaging (eg, single-photon emission computed tomography [SPECT], positron-emission tomography [PET], and magnetic resonance imaging [MRI]) is useful because it provides objective quantitative data such as metabolic activity, perfusion, and soft-tissue contrast within tissues and organs. For RT-induced lung, heart, and parotid gland injury, pre- and post-RT SPECT images can be compared with the dose- and volume-dependent nature of regional injury. In the brain, SPECT can detect changes in perfusion and blood flow post-RT, and PET can detect metabolic changes, particularly to regions of the brain that have received doses above 40 to 50 Gy. On MRI, changes in contrast-enhanced images, T(1) and T(2) relaxation times, and pulmonary vascular resistance at different intervals pre- and post-RT show its ability to detect and distinguish different phases of radiation pneumonitis. Similarly, conventional and diffusion-weighted MRI can be used to differentiate between normal tissue edema, necrosis, and tumor in the irradiated brain, and magnetic resonance spectroscopy can measure changes in compounds, indicative of membrane and neuron disruption. The use of functional imaging is a powerful tool for early detection of RT-induced normal tissue injury, which may be related to long-term clinically significant injury. [References: 89]"
2853,Excluded,"Dual-source Flash scanning model CTA combined iterative reconstruction in diagnosis of cerebrovascular lesions. [Chinese] Objective To explore the clinical application value of the second generation dual-source Flash scanning model CTA combined iterative reconstruction in diagnosis of cerebrovascular lesions. Methods Data of 105 patients with suspected cerebrovascular lesions who underwent dual-source Flash scanning model CTA combined iteration reconstruction for cerebral vessels were analyzed retrospectively. Taken 3D-DSA as the gold standards, the sensitivity, specificity, positive predictive value, negative predictive value and accuracy of the Flash scanning model CTA in diagnosis of cerebrovascular lesions were calculated. The differences between 3D-DSA and Flash scanning model CTA in diagnosis of cerebrovascular lesions were compared. Flash CTA radiation dose and contrast agent dosage were calculated. Results Among 105 patients, dual-source Flash scanning model CTA diagnosed 73 aneurysms in 60 cases, including 24 micro aneurysms, as well as 13 cases of arteriovenous malformation (AVM), 5 cases of internal carotid cavernous sinus leakage, 2 cases of venous malformation, 9 cases of arterial stenosis and 6 cases of moyamoya disease, while misdiagnosed 2 cases of micro aneurysms and missed 1 case of AVM located in distal area of middle cerebral artery. The sensitivity, specificity, positive predictive value, negative predictive value and accuracy of Flash scanning model CTA in diagnosis of cerebrovascular lesions was 98.94% (93/94), 81.82% (9/11), 97.89% (93/95), 90.00% (9/10)and 97.14% (102/105), respectively. CTA radiation dose in Flash scan mode was (231.9+/-13.2)mGy*cm,and the contrast agent dosage was (49.32+/-2.54)ml. Conclusion Flash scanning model CTA combined iterative reconstruction was rapid and accurate in diagnosis of brain lesions with low radiation dose and low contrast agent dosage. Copyright © 2018 by the Press of Chinese Journal of Medical Imaging and Technology."
2979,Excluded,"Therapeutic effects of minimally invasive adjustable and locking compression plate for unstable pelvic fractures via posterior approach OBJECTIVE: Unstable pelvic fractures are clinically complex injuries. Selecting appropriate treatment remains a challenging problem for orthopedic physicians. The aim of this study is to compare the clinical effects of minimally invasive adjustable plate and locking compression plate in treatment of unstable pelvic fractures via posterior approach.METHODS: From January 2009 to June 2012, fifty-six patients with unstable pelvic fractures were included. After at least 12-month follow-up, forty-four patients treated with two methods were enrolled in the study and divided into two groups: minimally invasive adjustable plate (group A) and locking compression plate (group B). Preoperative and postoperative radiography was taken to assess the fracture displacement and reduction quality. The size of incision, operation duration, blood loss, duration of X-ray exposures, Majeed postoperative functional evaluation and Lindahl postoperative reduction evaluation were analyzed.RESULTS: The mean follow-up in group A was 27.3 months (range, 13-48 months), and that in group B was 21.8 months (range, 12-42 months). There were no iatrogenic neurovascular injuries during the operations in the two groups. In group B, malunion was observed in one patient, and infection of incision was observed in one case. The operation duration, blood loss, and size of incision of group A were significantly less than that of group B. There was no significant difference in the duration of X-ray exposures between the two groups. The Majeed functional evaluation score in group A was significantly higher than that in group B. The difference of the imaging score of the retained displacement was not statistically significant.CONCLUSIONS: Both the two methods can effectively stabilize the unstable pelvic fractures. However, the minimally invasive adjustable plate has the advantages of minimally invasive, less radiation exposure, technically safe and time saving. Minimally invasive adjustable plate is a good supplementary option for treating posterior pelvic ring injuries."
2577,Excluded,"Total-Body PET/CT: Current Applications and Future Perspectives <b>OBJECTIVE.</b> The purpose of this article is to describe the clinical applications of a total-body PET scanner and discuss future expectations. <b>CONCLUSION.</b> PET has been widely used in the fields of oncology, neurology, and cardiology. However, current PET scanners have limitations, including long scanning time, low signal-to-noise ratio, and high dose of ionizing radiation. Total-body PET with a long scan range provides solutions to these problems, markedly increasing the sensitivity of the system."
1287,Excluded,"Quantifying visual pathway axonal and myelin loss in neuromyelitis optic OBJECTIVE: To determine how optical coherence tomography (OCT) measures reflecting the health of neurons (total macular volume, TMV) and axons (retinal nerve fibre layer, RNFL) relate to MRI-derived measures of myelin (myelin water fraction, MWF) in the optic radiation (OR) of individuals with neuromyelitis optica (NMO) compared to healthy controls. BACKGROUND: NMO is an autoimmune disorder characterized by episodes of inflammation and damage to astrocytes that can result in optic neuritis (ON) and transverse myelitis. The optic nerve is a frequent site for demyelination resulting in visual dysfunction which may be reflected by OCT measures of axonal health and MWF of the OR. DESIGN/METHODS: 8 eyes with ON (NMO<sup>1</sup>) and 12 eyes without ON (NMO<sup>2</sup>) from ten NMO patients (EDSS 2.06.0, mean age=43y, 3M/7F) and 24 eyes of twelve healthy subjects (mean age=31y, 3M/9F) were included. OCT assessment involved a Macular Volume protocol (volume of retina in the center 6mm of the macula) and a RNFL Thickness scan (3.4mm ring scan of retinal thickness around optic nerve). The MRI protocol included a 32-echo T2-relaxation GRASE sequence. Average MWF values were calculated within the OR. RESULT(S): RNFL thickness (NMO<sup>1</sup>:70.5+/-17.9mum; NMO<sup>2</sup>:91.3+/-8.7mum; controls:102.9+/-15.0mum) was reduced in NMO<sup>1</sup> compared to NMO<sup>2</sup> (p=0.01) and controls (p<0.0001). TMV (NMO<sup>1</sup>:7.9+/-0.4mm<sup>3</sup>; NMO<sup>2</sup>:8.4+/-0.4mm<sup>3</sup>; controls:8.9+/-0.4mm<sup>3</sup>) was reduced in NMO<sup>1</sup> compared to NMO<sup>2</sup> (p=0.02) and controls (p<0.0001). Also NMO<sup>2</sup> had reduced TMV compared to controls (p=0.02). Decreased OR MWF was also observed in NMO (NMO:0.098+/-0.01; controls:0.11+/-0.01, p=0.02). There was a strong correlation between the OR MWF and RNFL (r=0.50,p=0.003) and TMV (r=0.60,p=0.0002). CONCLUSION(S): The correspondence between reductions in OCT measures of neuronal and axonal health in the anterior visual pathway and MRI-based measures of myelin health in the posterior visual pathway suggests that these measures may be used to evaluate disease progression and treatment approaches that promote repair."
966,Excluded,"CyberKnife radiosurgery as a first treatment for idiopathic trigeminal neuralgia OBJECTIVE: To report the level of effectiveness and safety, in our experience, of CyberKnife (Accuray, Inc., Sunnyvale, CA) robotic radiosurgery as a first-line treatment against pharmacologically refractory trigeminal neuralgia.METHODS: We treated 33 patients with the frameless CyberKnife system as a monotherapy. The retrogasserian portion of the trigeminal nerve (a length of 4 mm, 2-3 mm anterior to the root entry zone) was targeted. Doses of 55 to 75 Gy were prescribed to the 100% isodose line, according to a dose escalation protocol. The patients were evaluated for the level of pain control, time to pain relief, hypesthesia, and time to pain recurrence.RESULTS: The median age was 74 years. All but 2 patients (94%) achieved a successful treatment outcome. The follow-up period was 9 to 37 months (mean, 23 months). The Barrow Neurological Institute Pain Intensity Scale (BPS) score before radiosurgery was III in 2 patients (6%), IV in 8 patients (24%), and V in 23 patients (70%). The time to pain relief was 1 to 180 days (median, 30 days). No facial numbness was observed. Only 1 patient developed a transitory dysesthesia of the tongue. After treatment, the BPS score was I, II, or III in 31 patients (97%). Pain recurred in 33% (11 patients) at a mean of 9 months (range, 1-43 months). Three patients with recurrences had low pain control by medication (BPS score, IV), and 1 patient (BPS score, V) needed a radiofrequency lesioning (BPS score, I at 12 months).CONCLUSION: CyberKnife radiosurgery for trigeminal neuralgia allows pain relief at safe doses and is suggested for pharmacologically refractory trigeminal neuralgia. Higher prescribed doses were not associated with improvement in pain relief or recurrence rate."
2385,Excluded,"Low-level exposure to pulsed 900 MHz microwave radiation does not cause deficits in the performance of a spatial learning task in mice There is some concern that short-term memory loss or other cognitive effects may be associated with the use of mobile cellular telephones. In this experiment, the effect of repeated, acute exposure to a low intensity 900 MHz radiofrequency (RF) field pulsed at 217 Hz was explored using an appetitively-motivated spatial learning and working memory task. Adult male C57BL/6J mice were exposed under far field conditions in a GTEM cell for 45 min each day for 10 days at an average whole-body specific energy absorption rate (SAR) of 0.05 W/kg. Their performance in an 8-arm radial maze was compared to that of sham-exposed control animals. All behavioral assessments were performed without handlers having knowledge of the exposure status of the animals. Animals were tested in the maze immediately following exposure or after a delay of 15 or 30 min. No significant field-dependent effects on performance were observed in choice accuracy or in total times to complete the task across the experiment. These results suggest that exposure to RF radiation simulating a digital wireless telephone (GSM) signal under the conditions of this experiment does not affect the acquisition of the learned response. Further studies are planned to explore the effects of other SARs on learned behavior. Bioelectromagnetics 21:151-158, 2000. Published 2000 Wiley-Liss, Inc."
2754,Excluded,"Evaluation of radiochromic gel dosimetry and polymer gel dosimetry in a clinical dose verification A quantitative comparison of two full three-dimensional (3D) gel dosimetry techniques was assessed in a clinical setting: radiochromic gel dosimetry with an in-house developed optical laser CT scanner and polymer gel dosimetry with magnetic resonance imaging (MRI). To benchmark both gel dosimeters, they were exposed to a 6 MV photon beam and the depth dose was compared against a diamond detector measurement that served as golden standard. Both gel dosimeters were found accurate within 4% accuracy. In the 3D dose matrix of the radiochromic gel, hotspot dose deviations up to 8% were observed which are attributed to the fabrication procedure. The polymer gel readout was shown to be sensitive to B0 field and B1 field non-uniformities as well as temperature variations during scanning. The performance of the two gel dosimeters was also evaluated for a brain tumour IMRT treatment. Both gel measured dose distributions were compared against treatment planning system predicted dose maps which were validated independently with ion chamber measurements and portal dosimetry. In the radiochromic gel measurement, two sources of deviations could be identified. Firstly, the dose in a cluster of voxels near the edge of the phantom deviated from the planned dose. Secondly, the presence of dose hotspots in the order of 10% related to inhomogeneities in the gel limit the clinical acceptance of this dosimetry technique. Based on the results of the micelle gel dosimeter prototype presented here, chemical optimization will be subject of future work. Polymer gel dosimetry is capable of measuring the absolute dose in the whole 3D volume within 5% accuracy. A temperature stabilization technique is incorporated to increase the accuracy during short measurements, however keeping the temperature stable during long measurement times in both calibration phantoms and the volumetric phantom is more challenging. The sensitivity of MRI readout to minimal temperature fluctuations is demonstrated which proves the need for adequate compensation strategies."
2402,Included,"Biochemical, behavioural and quantitative alterations in cerebellum of Swiss albino mice following irradiation and its modulation by Grewia asiatica PURPOSE: To study the biochemical, quantitative histopathological and behavioural changes after 5 Gy whole body irradiation and its modulation by supplementation of Grewia asiatica extract (GAE) on male Swiss albino mice up to 30 days.MATERIALS AND METHODS: For this, healthy mice from an inbred colony were divided into five groups: (i) Control (vehicle treated); (ii) GAE treated--mice in this group were orally supplemented with GAE (700 mg/kg body weight (bw)/day) once daily for 15 consecutive days; (iii) Irradiated mice; (iv) GAE + irradiated--mice in this group were orally supplemented GAE for 15 days (once a day) prior to irradiation; and (v) Irradiated + GAE--mice in this group were administered GAE orally for 15 days (once a day) consequently after irradiation.RESULTS: Marked radiation induced changes in the amount of cerebellar lipid peroxidation (LPO), Glutathione (GSH), protein, nucleic acids and histopathological changes could be significantly (p < 0.001) ameliorated specially at later intervals by supplementation of GAE prior to and post irradiation. Radiation induced deficits in learning and memory were also significantly (p < 0.001) ameliorated.CONCLUSION: The result of present study showed that prior/post-supplementation of G. asiatica has radioprotective potential as well as neuroprotective properties against the radiation."
2349,Excluded,"High dose radiation induced meningioma Radiation therapy has played an important integral part in the management of various intracranial tumours. However, radiation has been implicated in the development of intracranial tumours. We describe three cases of radiation-induced meningiomas following high dose cranial irradiation. All these patients developed tumours within the previous radiation field and satisfied the criteria used for the definition of radiation-induced neoplasm. The interval between the irradiation and the onset of meningioma was significantly less in the younger patient. All the cases had several unique features of radiation-induced meningioma including features of atypical meningioma. Two patients developed multiple site meningiomas and one patient developed early recurrence of the tumour. This report confirms that patients exposed to cranial irradiation are at lifelong risk of developing radiation-induced tumours such as meningiomas. Hence these patients require long-term clinical and radiological surveillance to detect occurrence as early as possible."
1957,Included,"Muscle injury following experimental intraoperative irradiation The paraaortic region of beagle dogs was irradiated to 15 to 55 Gy intraoperative irradiation, 10 to 47.5 Gy intraoperative irradiation following 50 Gy external beam irradiation in 25 fractions, or 50 to 80 Gy external beam irradiation in 30 fractions. Six MeV electrons were used for intraoperative irradiation, and external beam irradiation was done using photons from a 6 MV linear accelerator. The psoas muscle in the irradiation field was examined histomorphometrically 2 or 5 years after irradiation. The percentage of muscle fibers and capillaries decreased, whereas the percentage of connective tissue increased with increased dose for both intraoperative irradiation only and intraoperative irradiation plus external beam irradiation. The dose causing a 50% decrease in the percentage of muscle fibers was 21.2 Gy and 33.8 Gy at 2 and 5 years, respectively, after intraoperative irradiation alone, and 22.9 Gy and 25.2 Gy at 2 and 5 years, respectively, after intraoperative irradiation combined with 50 Gy external beam irradiation. The ED50 for severe vessel lesions was 19.2 Gy and 25.8 Gy at 2 and 5 years, respectively, after intraoperative irradiation alone and 16.0 Gy and 18.0 Gy at 2 and 5 years, respectively, after intraoperative irradiation combined with 50 Gy external beam irradiation. External beam irradiation alone caused a slight decrease in percentage of muscle fibers with increased dose, and vessel lesions were infrequent or mild. Radiation-induced muscle injury was characterized by loss of muscle fibers, decreased fiber size, severe vessel lesions, hemorrhage, inflammation, coagulation necrosis, and fibrosis. These histopathologic characteristics distinguish this muscle injury from that caused by neurogenic atrophy. These data indicate that radiation-induced muscle injury most likely was caused by injury of the supporting vasculature. The lesions produced were largely a function of the single intraoperative dose rather than the external beam fractionated doses. Furthermore, it appears that 20 to 25 Gy intraoperative irradiation combined with 50 Gy external beam irradiation may be near the maximum tolerated dose by sublumbar musculature and its supporting vasculature."
918,Included,"Ionizing radiation induces neuronal differentiation of Neuro-2a cells via PI3-kinase and p53-dependent pathways PURPOSE: The influence of ionizing radiation (IR) on neuronal differentiation is not well defined. In this study, we investigated the effects of IR on the differentiation of Neuro-2a mouse neuroblastoma cells and the involvement of tumor protein 53 (p53) and mitogen-activated protein kinases (MAPK) during this process.MATERIALS AND METHODS: The mouse neuroblastoma Neuro-2a cells were exposed to (137)Cs gamma-rays at 4, 8 or 16 Gy. After incubation for 72 h with or without inhibitors of p53, phosphatidylinositol-4, 5-bisphosphate 3-kinase (PI3K) and other kinases, the neuronal differentiation of irradiated Neuro-2a cells was examined through analyzing neurite outgrowth and neuronal maker expression and the activation of related signaling proteins by western blotting and immunocytochemistry. Mouse primary neural stem cells (NSC) were exposed to IR at 1 Gy. The change of neuronal marker was examined using immunocytochemistry.RESULTS: The irradiation of Neuro-2a cells significantly increased the neurite outgrowth and the expression of neuronal markers (neuronal nuclei [NeuN], microtubule-associated protein 2 [Map2], growth associated protein-43 [GAP-43], and Ras-related protein 13 [Rab13]). Immunocytochemistry revealed that neuronal class III beta-tubulin (Tuj-1) positive cells were increased and nestin positive cells were decreased by IR in Neuro-2a cells, which supported the IR-induced neuronal differentiation. However, the IR-induced neuronal differentiation was significantly attenuated when p53 was inhibited by pifithrin-alpha (PFT-alpha) or p53-small interfering RNA (siRNA). The PI3K inhibitor, LY294002, also suppressed the IR-induced neurite outgrowth, the activation of p53, the expression of GAP-43 and Rab13, and the increase of Tuj-1 positive cells. The increase of neurite outgrowth and Tuj-1 positive cells by IR and its suppression by LY294002 were also observed in mouse primary NSC.CONCLUSION: These results suggest that IR is able to trigger the neuronal differentiation of Neuro-2a cells and the activation of p53 via PI3K is an important step for the IR-induced differentiation of Neuro-2a cells."
1715,Included,"[Contractile properties of skeletal muscles of rats after flight on ""Kosmos-1887""] Contractile properties of skeletal muscles of rats were investigated using glycerinated muscle preparations that were obtained from Cosmos-1887 animals flown for 13 days (plus 2 days on the ground) and from rats that remained hypokinetic for 13 days on the ground. In the flow rats, the absolute mass of postural muscles remained unchanged while their relative mass increased; this may be attributed to their enhanced hydration which developed during the first 2 days after landing. Strength losses of the postural muscles were less significant than after previous flights. Comparison of the Cosmos-1887 and hypokinesia control data has shown that even 2-day exposure to 1 G after 13-day flight can modify drastically flight-induced changes."
840,Included,"Increased risk of ischemic stroke after radiotherapy on the neck in patients younger than 60 years PURPOSE: To estimate the risk of ischemic stroke in patients irradiated for head and neck tumors.PATIENTS AND METHODS: The incidence of ischemic stroke was determined in 367 patients with head and neck tumors (162 larynx carcinomas, 114 pleomorphic adenomas, and 91 parotid carcinomas) who had been treated with local radiotherapy (RT) at an age younger than 60 years. Relative risk (RR) of ischemic stroke was determined by comparison with population rates from a stroke-incidence register, adjusted for sex and age. Other risk factors for stroke (hypertension, smoking, hypercholesterolemia, diabetes mellitus [DM]) were registered. The median follow-up time after RT was 7.7 years (3,011 person-years of follow-up).RESULTS: Fourteen cases of stroke occurred (expected, 2.5; RR, 5.6; 95% confidence interval [CI], 3.1 to 9.4): eight in patients with laryngeal carcinoma (expected,1.56; RR, 5.1; 95% CI, 2.2 to 10.1), four in pleomorphic adenoma patients (expected, 0.71; RR, 5.7; 95% CI, 1.5 to 14.5), and two in parotid carcinoma patients (expected, 0.24; RR, 8.5, 95% CI, 1.0 to 30.6). Five of six strokes in patients irradiated for a parotid tumor occurred at the ipsilateral side. Analysis of other risk factors for cerebrovascular disease showed hypertension and DM to cause an increase of the RR after RT. After more than 10 years' follow-up, the RR was 10.1 (95% CI, 4.4 to 20.0). The 15-year cumulative risk of stroke after RT on the neck was 12.0% (95% CI, 6.5% to 21.4%).CONCLUSION: This is the first study to demonstrate an increased risk of stroke after RT on the neck. During medical follow-up, preventive measures should be taken to reduce the impact of the risk factors for cerebrovascular disease, to decrease stroke in these patients."
1998,Included,"Effects of age and diet on the heavy particle-induced disruption of operant responding produced by a ground-based model for exposure to cosmic rays On missions to other planets, astronauts will be exposed to galactic cosmic rays which are composed of heavy particles (such as 56Fe) and protons. Exposure to these particles can affect the ability of rats to perform a variety of tasks, indicating that there is the possibility that the performance capabilities of astronauts may be affected. Previous research has shown that diets containing blueberry or strawberry extract can ameliorate the deficits produced by irradiation using a ground-based analog for exposure to cosmic rays. Rats were placed on diets containing 2% blueberry or strawberry extract for 2 months prior to exposure to 1.5 Gy of 1 GeV/n 56Fe particles. There were no effects on performance of any group of animals when tested on an ascending fixed-ratio operant task 6 months following exposure. When tested 12 months after exposure, the performance of the radiated animals given blueberry extract did not differ from the radiated animals fed the control diet. Both groups performed significantly poorer than the non-irradiated controls. There were no differences between the non-irradiated animals fed control diet and the radiated animals fed the strawberry diet and their performance was significantly better than of the radiated rats fed the blueberry or control diets. The results indicate that diets containing strawberry extract may provide a significant level of radiation protection on exploratory class missions."
1329,Excluded,Effect of extremely low frequency magnetic fields on time-related pattern of metabolism of thiol groups and products of lipid peroxidation in the brain of mice. [Ukrainian] The influence of extremely low-frequency magnetic fields on lipid peroxidation products and total thiol groups in the brain of mongrel mice has been investigated. Certain changes in time organization and interrelation of the studied processes under the effect of the magnetic field depending on frequency are shown.
1845,Excluded,"Temporomandibular disorder in head and neck cancer patients undergoing radiotherapy: Clinical findings and patient-reported symptoms BACKGROUND: The aim of this study was to investigate how common temporomandibular disorder (TMD) symptoms are among head and neck cancer (HNC) patients before and after oncological treatment.METHODS: Eighty-nine patients with HNC receiving radiotherapy were enrolled in the study. Patients were examined before radiotherapy and at 6 and 12 months after radiotherapy to evaluate the function and tenderness of the temporomandibular jaw and the muscles of mastication as well as the patient-reported symptoms.RESULTS: At 6 months after radiotherapy, there was a large increase in the number of patients reporting problems with opening their mouth, fatigue, stiffness, and pain of the jaw. Sixty-eight percent of the patients had symptoms of TMD before oncological treatment and 94% and 81% had symptoms at the 6- and 12-month follow-up, respectively.CONCLUSION: The signs and symptoms of TMD escalate after radiotherapy, with symptoms peaking at 6 months after radiotherapy. Most commonly, patients suffer from restricted mouth opening, stiffness, fatigue, and pain of the jaw."
