,decision,titleabstract
171,Excluded,"Risk of Hippocampal Metastases in Small Cell Lung Cancer: Implications for Hippocampal Sparing Cranial Irradiation Background: Prophylactic cranial irradiation (PCI) in patients with small cell lung cancer (SCLC) decreases the incidence of brain metastases (BMs) and can improve overall survival. However whole brain radiation therapy is associated with a decline in neurocognitive function. Hippocampal-sparing whole brain radiation therapy (HS-WBRT) aims to minimise damage to neural progenitor cells (NPCs) within the hippocampus and reduce the toxicity of PCI, although there may be an increased risk of treatment failure in the hippocampal region. The incidence of hippocampal metastases was investigated in patients with BMs from SCLC to evaluate the feasibility of HS-WBRT in this population. Method(s): Patients with SCLC presenting between 2000 and 2016 with BMs at presentation or during their disease course without previous cranial irradiation were identified from a prospectively maintained database. Hippocampal metastases (HMs) were defined as metastases within the hippocampus and a 5-mm radial expansion (hippocampus avoidance zone, according to the Radiation Therapy Oncology Group 0933 atlas). The rate of hippocampal metastases and associated clinical features were analysed. Result(s): One hundred and twenty eligible patients with a total of 754 brain metastases were identified. In 67 (55.8%) patients BMs were detected at diagnosis of SCLC and in 53 (44.2%) patients BMs developed later without previous PCI. The median number of metastases was 3, and 27 (22.5%) patients had a single BM. There were 22 (18.3%) patients with hippocampal metastases. A total of 23 (3.1%) metastases involved the hippocampal avoidance area. On logistic regression analysis, the number of brain metastases was an independent risk factor for HMs. Conclusion(s): The overall incidence of hippocampal metastases in our cohort of SCLC patients is high. As HS-WBRT may increase the risk of treatment failure in the spared region, prospective randomised trials are encouraged. Keywords: small cell lung cancer, Brain metastasis, Whole Brain Radiotherapy Copyright © 2018"
1322,Included,"Cerebromicrovascular dysfunction predicts cognitive decline and gait abnormalities in a mouse model of whole brain irradiation-induced accelerated brain senescence Whole brain irradiation (WBI) is a mainstream therapy for patients with both identifiable brain metastases and prophylaxis for microscopic malignancies. However, it also promotes accelerated senescence in healthy tissues and leads to progressive cognitive dysfunction in up to 50% of tumor patients surviving long term after treatment, due to gamma-irradiation-induced cerebromicrovascular injury. Moment-to-moment adjustment of cerebral blood flow (CBF) via neuronal activity-dependent cerebromicrovascular dilation (functional hyperemia) has a critical role in maintenance of healthy cognitive function. To determine whether cognitive decline induced by WBI associates with impaired cerebromicrovascular function, C56BL/6 mice (3 months) subjected to a clinically relevant protocol of fractionated WBI (5 Gy twice weekly for 4 weeks) and control mice were compared. Mice were tested for spatial memory performance (radial arm water maze), sensorimotor coordination (computerized gait analysis, CatWalk), and cerebromicrovascular function (whisker-stimulation-induced increases in CBF, measured by laser Doppler flowmetry) at 3 to 6 months post-irradiation. We found that mice with WBI exhibited impaired cerebromicrovascular function at 3 months post-irradiation, which was associated with impaired performance in the radial arm water maze. At 6 months, post-irradiation progressive impairment in gait coordination (including changes in the regularity index and phase dispersion) was also evident. Collectively, our findings provide evidence for early and persisting neurovascular impairment after a clinically relevant protocol of fractionated WBI, which predict early manifestations of cognitive impairment."
3022,Included,"Cellular proliferation and infiltration following interstitial irradiation of normal dog brain is altered by an inhibitor of polyamine synthesis PURPOSE: The objectives of this study were to quantitatively define proliferative and infiltrative cell responses after focal 125I irradiation of normal brain, and to determine the effects of an intravenous infusion of alpha-difluoromethylornithine (DFMO) on those responses.METHODS AND MATERIALS: Adult beagle dogs were irradiated using high activity 125I sources. Saline (control) or DFMO (150 mg/kg/day) was infused for 18 days starting 2 days before irradiation. At varying times up to 8 weeks after irradiation, brain tissues were collected and the cell responses in and around the focal lesion were quantified. Immunohistochemical stains were used to label astrocytes (GFAP), vascular endothelial cells (Factor VIII), polymorphonuclear leukocytes (PMNs; MAC 387) and cells synthesizing deoxyribonucleic acid (DNA) (BrdU). Cellular responses were quantified using a histomorphometric analysis.RESULTS: After radiation alone, cellular events included a substantial acute inflammatory response followed by increased BrdU labeling and progressive increases in numbers of capillaries and astrocytes. alpha-Difluoromethylornithine treatment significantly affected the measured cell responses. As in controls, an early inflammatory response was measured, but after 2 weeks there were more PMNs/unit area than in controls. The onset of measurable BrdU labeling was delayed in DFMO-treated animals, and the magnitude of labeling was significantly reduced. Increases in astrocyte and vessel numbers/mm2 were observed after a 2-week delay. At the site of implant, astrocytes from DFMO-treated dogs were significantly smaller than those from controls.CONCLUSIONS: There is substantial cell proliferation and infiltration in response to interstitial irradiation of normal brain, and these responses are significantly altered by DFMO treatment. Although the precise mechanisms by which DFMO exerts its effects in this model are not known, the results from this study suggest that modification of radiation injury may be possible by manipulating the response of normal cells to injury."
2823,Excluded,"Classifying the risk of ionizing radiation exposure after aneurysmal subarachnoid hemorrhage Learning Objectives: We hypothesized that patients with aneurysmal subarachnoid hemorrhage (aSAH) could be classified by their risk of receiving potentially harmful ionizing radiation exposure (PHIRE) from diagnostic tests and medical procedures. Method(s): The EMR of all patients admitted to our institution with aSAH from 01/2012-12/2015 were retrospectively evaluated using an IRB-approved protocol for patient-specific and disease-specific data. Patients were excluded if they died prior to discharge. Total effective dose of ionizing radiation (TEDIR) was calculated from published data. PHIRE was considered to have occurred in patients with TEDIR> 50 mSV, the annual radiation exposure limit for radiation workers. A multivariate classification tree was created to predict PHIRE risk groups. Logistic regression models were used to evaluate the risk of PHIRE between the risk groups. Result(s): Data were collected from 108 aSAH patients. The mean TEDIR was 47.8 mSv. After development of the multivariate classification tree, the tree was pruned to include only ventriculostomy (EVD), Hunt/Hess score (HH), and aneurysm location, according to normal statistical conventions. Patients who did not have an ventriculostomy (EVD) were at low risk for PHIRE (N = 2/35, (5.7%)). Patients with an EVD + HH 2 + anterior circulation aneurysms were at moderate risk for PHIRE (N = 17/42, 40.5%). (OR = 11.2, p = 0.002). Patients with an EVD + HH < 2 or EVD + HH 2 + posterior circulation aneurysms were at high risk for PHIRE (N = 23/31, 74.2%) (OR = 47.4, p < 0.0001). Conclusion(s): In this study, aSAH patients were categorized into low, moderate and high risk groups of PHIRE according to three factors: EVD, HH, and aneurysm location. These groups likely represent differential baseline neurologic status and risk of neurologic complications. Alternative diagnostic or therapeutic modalities should be utilized, when possible, for patients in the high-risk group and should be considered for patients in the moderate-risk group. Future research should validate these risk groups in larger patient samples and across multiple medical centers."
3324,Excluded,"Two stages of light-dependent TRPL-channel translocation in Drosophila photoreceptors Transient receptor potential (TRP) channels across species are expressed in sensory receptor cells, and often localized to specialized subcellular sites. In Drosophila photoreceptors, TRP-like (TRPL) channels are localized to the signaling compartment, the rhabdomere, in the dark, and undergo light-induced translocation into the cell body as a mechanism for long-term light-adaptation. We show that translocation of TRPL channels occurs in two distinct stages, first to the neighboring stalk membrane then to the basolateral membrane. In the first stage, light-induced translocation occurs within 5 minutes, whereas the second stage takes over 6 hours. The exclusive apical localization of TRPL channels in the first stage of translocation suggests that channels are released from the rhabdomere and diffuse laterally through the membrane into the adjoining stalk membrane. In the second stage, TRPL channels are localized in the basolateral membrane, implicating a different transport mechanism. Genetic analyses suggest that activation of the other light-activated TRP channel and eye-protein-kinase C (eye-PKC) are both required for the second stage of TRPL translocation in R1 to R6 photoreceptor cells, whereas only phospholipase C (PLC) is required for the first stage. Finally, we show that arrestin2 is required for the rhabdomeric localization and stability of TRPL channels."
2230,Included,"Ultrastructure of skeletal muscle capillaries under conditions of space mission Capillaries of the rat forepaw skeletal muscles were examined on day 14 of space mission and on days 1 and 14 after landing. Ultrastructural studies revealed apoptosis caused by muscle fiber atrophy and necrobiotic changes eventuating in coagulation or monocellular necrosis of endothelial cells. Formation of capillaries was detected, which can be regarded as an adaptive reaction to injuries caused by space mission factors."
1227,Excluded,"[Rotational digital subtraction angiography of carotid bifurcation stenosis] PURPOSE: A prospective study was designed to evaluate, whether multiplanar imaging with rotational digital subtraction angiography (R-DSA) could improve assessment of carotid artery bifurcation stenosis.PATIENTS AND METHODS: 45 patients with suspected stenosis of the ICA were examined with DSA in standard projections (0 degree-(45 degrees)-90 degrees) and additional R-DSA of each ICA from 0-90 degrees in 10 degrees steps. We compared imaging quality and degree of stenosis as well as exposure of the patients to radiation and contrast media.RESULTS: 79/82 R-DSA (96%) were suitable for evaluation of stenosis, 58/82 (70%) matched the quality standard of single projection DSA. Specificity and sensitivity of the R-DSA to diagnose high grade ACI stenosis were 100% and 94%, respectively. 7/79 R-DSA revealed a higher and 3/79 a lower degree of stenosis than the corresponding DSA. Regarding the degree of stenosis there was no significant difference between the two modalities (p > 0.05), but R-DSA detected 4 stenoses greater than 60% that were estimated to be lower than 60% by DSA. Radiation dose for R-DSA was equivalent to one DSA run (170 cGycm2). The average amount of contrast media (25 ml) was slightly higher than for 2-3 single-projection DSA (19.8 ml).CONCLUSIONS: R-DSA provides high quality imaging of the carotid bifurcation with multiplanar projections facilitating exact grading of vessel stenosis. The number of cases (n = 2) is to small to judge the value of R-DSA as to (tandem-) stenosis of the distal ICA. Still, diagnostic value and low radiation exposure justify the use of R-DSA as additional series to standard protocols."
2169,Excluded,Correlations of neuronal spike discharges of VL neurons during spontaneous firing and during the activity evoked by peripheral stimulation The temporal relations between simultaneously recorded neurons of the nucleus ventralis lateralis (VL) of cat thalamus were studied. The interaction and the functional connections between individual VL neurons are described. This was achieved with an application of cross correlation techniques. The response patterns of different individual neurons to somatic sensory and photic stimuli were also analyzed. For the purpose of classifying neurons as thalamocortical relay cells (T-C) and non relay cells (N-C) which do not project to the motor sensory cortex antidromic cortical stimulation was used. This stimulation was also used as conditioning one when proceeded peripheral stimuli. To analyze the nonspecific specific interactions upon single neurons conditioning photic stimuli were applied. The results show that T-C neurons are antidromically excited from a wide cortical areas and that the functional interaction between T-C neurons is mediated by a shared input from common sources. It is further postulated that N-C cells interposed between relay neurons subserve the functions of gating units modifying the neuronal network of lateral ventral nucleus of the thalamus.
2319,Excluded,"Ultra light-sensitive and fast neuronal activation with the Ca2+-permeable channelrhodopsin CatCh The light-gated cation channel channelrhodopsin-2 (ChR2) has rapidly become an important tool in neuroscience, and its use is being considered in therapeutic interventions. Although wild-type and known variant ChR2s are able to drive light-activated spike trains, their use in potential clinical applications is limited by either low light sensitivity or slow channel kinetics. We present a new variant, calcium translocating channelrhodopsin (CatCh), which mediates an accelerated response time and a voltage response that is ~70-fold more light sensitive than that of wild-type ChR2. CatCh's superior properties stem from its enhanced Ca2(+) permeability. An increase in [Ca2(+)](i) elevates the internal surface potential, facilitating activation of voltage-gated Na(+) channels and indirectly increasing light sensitivity. Repolarization following light-stimulation is markedly accelerated by Ca2(+)-dependent BK channel activation. Our results demonstrate a previously unknown principle: shifting permeability from monovalent to divalent cations to increase sensitivity without compromising fast kinetics of neuronal activation. This paves the way for clinical use of light-gated channels."
112,Included,"Oxidative stress and adult neurogenesis-Effects of radiation and superoxide dismutase deficiency Hippocampus plays an important role in learning and memory and in spatial navigation. Production of new neurons that are functionally integrated into the hippocampal neuronal network is important for the maintenance of functional plasticity. In adults, production of new neurons in the hippocampus takes place in the subgranular zone (SGZ) of dentate gyrus. Neural progenitor/stem cells go through processes of proliferation, differentiation, migration, and maturation. This process is exquisitely sensitive to oxidative stress, and perturbation in the redox balance in the neurogenic microenvironment can lead to reduced neurogenesis. Cranial irradiation is an effective treatment for primary and secondary brain tumors. However, even low doses of irradiation can lead to persistent elevation of oxidative stress and sustained suppression of hippocampal neurogenesis. Superoxide dismutases (SODs) are major antioxidant enzymes for the removal of superoxide radicals in different subcellular compartments. To identify the subcellular location where reactive oxygen species (ROS) are continuously generated after cranial irradiation, different SOD deficient mice have been used to determine the effects of irradiation on hippocampal neurogenesis. The study results suggest that, regardless of the subcellular location, SOD deficiency leads to a significant reduction in the production of new neurons in the SGZ of hippocampal dentate gyrus. In exchange, the generation of new glial cells was significantly increased. The SOD deficient condition, however, altered the tissue response to irradiation, and SOD deficient mice were able to maintain a similar level of neurogenesis after irradiation while wild type mice showed a significant reduction in the production of new neurons. © 2012."
186,Excluded,"Study on the Appropriate Timing of Postoperative Adaptive Radiotherapy for High-Grade Glioma Purpose: To investigate the appropriate timing of adaptive radiotherapy (ART) for high-grade glioma.Methods: Ten patients with high-grade gliomas were selected and underwent CT/MRI (CT<sub>1</sub>/MRI<sub>1</sub>, CT<sub>2</sub>/MRI<sub>2</sub>, CT<sub>3</sub>/MRI<sub>3</sub>, and CT<sub>4</sub>/MRI<sub>4</sub>) scans before RT and during 10-, 20- and 30-fraction RT, and the corresponding RT plans (plan<sub>1</sub>, plan<sub>2</sub>, plan<sub>3</sub> and plan<sub>4</sub>) were made. The dose of the initial plan (plan<sub>1</sub>) was projected to CT2 and CT3 using the image registration technique to obtain the projection plans (plan<sub>1-2</sub> and plan<sub>1-3</sub>) and by superimposing the doses to obtain the ART plans (plan<sub>10+20</sub> and plan<sub>20+10</sub>), respectively. The dosimetric differences in the target volume and organs at risk (OARs) were compared between the projection and adaptive plans. The tumor control probability (TCP) for the planning target volume (PTV) and normal tissue complication probability (NTCP) for the OARs were compared between the two adaptive plans.Results: Compared with the projection plan, the D<sub>2</sub> to the PTV of ART decreased, the conformity index (CI) to the PTV increased, and the D<sub>2</sub>/D<sub>mean</sub> to the brainstem, optic chiasm and pituitary, as well as the V<sub>20</sub>, V<sub>30</sub>, V<sub>40</sub> and V<sub>50</sub> to the normal brain decreased. The D<sub>2</sub> to the pituitary and optic chiasm as well as the V<sub>20</sub>, V<sub>30</sub>, V<sub>40</sub> and V<sub>50</sub> to the normal brain in plan<sub>10+20</sub> were lower than those in plan<sub>20+10</sub>, while the CI to the PTV was higher than that in plan<sub>20+10</sub>. The TCP of the PTV in plan<sub>10+20</sub> was higher than that in plan<sub>20+10</sub>.Conclusion: ART can improve the precision of target volume irradiation and reduce the irradiation dose to the OARs in high-grade glioma. The time point after 10 fractions of RT is appropriate for ART."
2727,Excluded,"Target size analysis of opioid receptors. No difference between receptor types, but discrimination between two receptor states Target size analysis of opioid receptor is complicated by the presence of multi-exponential inactivation curves. Irradiation of intact frozen tissue proved essential to eliminate such artifacts, due to indirect irradiation effects. Upon irradiation condition, opioid binding activity was inactivated in a single mono-exponential manner. Identical inactivation curves were obtained for mu, delta and kappa binding activities in brain membranes from rat, guinea-pig and frog and in NG 108-15 cells: the molecular mass obtained was 98 +/- 2 kDa. However, when opioid binding was assayed in the presence of Na+, Mg2+ and GTP, the molecular mass was found to be only 56 +/- 4.4 kDa. We suggest that the opioid recognition site comprises a unit of 56 kDa and that in the absence of Na+, Mg2+ and GTP an additional membrane component of 40-44 kDa is necessary for high-affinity opioid binding."
1800,Included,"Late radiation effects in the microcirculation system of the mouse brain after chronic low-dose irradiation. [Russian] The radiation reaction of the mouse brain microvascular system was investigated 15 months after chronic (dose-rate was 3 cGy/day) and acute (dose-rate 3.2 Gy/min) gamma-irradiation. Late pathological changes in the microvascular system after the acute irradiation (3 Gy) were not found. In the same time, after chronic irradiation with equivalent dose (the accumulated dose was 3 Gy) the depletion of endothelial cell population, and multiple foci of minor pathological changes of endotheliocyte ultrastructure at as many as 50% of the population were revealed. It may be more likely to lead to reduction of tolerance of brain microvascular system to an acute radiation (10 Gy) in the late period after chronic exposure. The mechanism of impairment of brain microcirculation after low chronic irradiation will have to understand."
3225,Excluded,"Validation of a death assay for Angiostrongylus cantonensis larvae (L3) using propidium iodide in a rat model (Rattus norvegicus) Angiostrongylus cantonensis is a pathogenic nematode and the cause of neuroangiostrongyliasis, an eosinophilic meningitis more commonly known as rat lungworm disease. Transmission is thought to be primarily due to ingestion of infective third stage larvae (L3) in gastropods, on produce, or in contaminated water. The gold standard to determine the effects of physical and chemical treatments on the infectivity of A. cantonensis L3 larvae is to infect rodents with treated L3 larvae and monitor for infection, but animal studies are laborious and expensive and also raise ethical concerns. This study demonstrates propidium iodide (PI) to be a reliable marker of parasite death and loss of infective potential without adversely affecting the development and future reproduction of live A. cantonensis larvae. PI staining allows evaluation of the efficacy of test substances in vitro, an improvement upon the use of lack of motility as an indicator of death. Some potential applications of this assay include determining the effectiveness of various anthelmintics, vegetable washes, electromagnetic radiation and other treatments intended to kill larvae in the prevention and treatment of neuroangiostrongyliasis. Copyright © 2019 Cambridge University Press."
2785,Included,"Implication of prostaglandins and histamine H<inf>1</inf> and H<inf>2</inf> receptors in radiation-induced temperature responses of rats Exposure of rats to 1-15 Gy gamma radiation (<sup>60</sup>Co) induced hyperthermia, whereas 20-200 Gy induced hypothermia. Exposure either to the head or the whole body to 10 Gy induced hyperthermia, while body-only exposure produced hypothermia. This observation indicates that radiation-induced fever is a result of a direct effect on the brain. The hyperthermia due to 10 Gy was significantly attenuated by the pre- or post-treatment with a cyclooxygenase inhibitor, indomethacin. Hyperthermia was also altered by the central administration of a mu-receptor antagonist naloxone but only at low doses of radiation. These findings suggest that radiation-induced hyperthermia may be mediated through the synthesis and release of prostaglandins in the brain and to a lesser extent to the release of endogenous opioid peptides. The release of histamine acting on H<inf>1</inf> and H<inf>2</inf> receptors may be involved in radiation-induced hypothermia, since both the H<inf>1</inf> receptor antagonist, mepyramine, and H<inf>2</inf> receptor antagonist, cimetidine, antagonized the hypothermia. The results of these studies suggest that the release of neurohumoral substances induced by exposure to ionizing radiation is dose dependent and has different consequences on physiological processes such as the regulation of body temperature. Furthermore, the antagonism of radiation-induced hyperthermia by indomethacin may have potential therapeutic implications in the treatment of fever resulting from accidental irradiations."
590,Included,"Severed corticospinal axons recover electrophysiologic control of muscle activity after x-ray therapy in lesioned adult spinal cord Mechanical injury to the adult mammalian spinal cord results in permanent loss of structural integrity at the lesion site and of the brain-controlled function distal to the lesion. Some of these consequences were permanently averted by altering the cellular constituents at the lesion site with x-irradiation delivered within a critical time window after injury. We have reported in a separate article that x-irradiation of sectioned adult rat spinal cord resulted in restitution of structural continuity and regrowth of severed corticospinal axons across and deep into the distal stump. Here, we report that after x-ray therapy of the lesion site severed corticospinal axons of transected adult rat spinal cord recover electrophysiologic control of activity of hindlimb muscles innervated by motoneurons distal to the lesion. The degree of recovery of control of muscle activity was directly related to the degree of restitution of structural integrity. This restitution of electrophysiologic function implies that the regenerating corticospinal axons reestablish connectivity with neurons within the target field in the distal stump. Our data suggest that recovery of structural continuity is a sufficient condition for the axotomized corticospinal neurons to regain some of their disrupted function in cord regions distal to the lesion site."
1286,Included,"PAK4 governs radiation-induced endothelial GRO-1alpha-CXCR2 signaling and angiogenesis in glioma Aberrant neovascularization is a pathological hallmark of glioblastoma that correlates with poor clinical outcome. Factors that drive endothelial proliferation, recruitment into the tumor and angiogenesis in the context of radiotherapy are potentially novel therapeutic targets for glioma. Our studies showed high expression of p21-activated kinase 4 (PAK4) in gliomas; analyses of conditioned medium (CM) prepared from shRNA-mediated PAK4-knockdown (PAK4.sh) glioma cells using a human angiogenesis array showed a significant downregulation in key angiogenic factors including Gro-1alpha. Treatment of human brain microvascular endothelial cells (HBMECs) with CM from PAK4.sh-cells significantly inhibited endothelial proliferation, migration and microtubule formation compared with controls. PAK4.sh-CM treatment also suppressed CXCR2 receptor activation and decreased the expression levels of p-Stat3, MMP-2 and cyclin D1 in HBMECs. Ionizing radiation (IR, 8 Gy) activated Gro-1alpha-CXCR2 signaling in HBMECs, and induced high levels of endothelial capillary network formation on matrigel. On the other hand, PAK4.sh inhibited IR-induced angiogenesis by decreasing Gro-1alpha and CXCR2 levels in HBMECS. Further, in vivo experiments with orthotopic intracranial tumors in nude mice showed growth suppression in PAK4.sh tumors compared to control tumors. Immunohistochemical analyses of brain tumor sections showed a significant decrease in MMP-2 in PAK4.sh tumors. In summary, our studies emphasize a novel role of PAK4 as a critical mediator of tumor-endothelial cell interactions via Gro-1alpha-CXCR2signaling, and in vivo tumor growth suppression by PAK4 depletion indicates its therapeutic potential in the treatment of glioma."
597,Excluded,"The role of radiosurgery for glial neoplasms Malignant gliomas are one of the most serious challenges in clinical neurosurgery. Despite advances in surgical and radiation techniques, chemotherapy, and other systemic antineoplastic regimens, such as gene therapy and immunotherapy, patients who suffer from malignant gliomas often succumb to their disease. Although some success has been made with forms of enhanced surgical guidance and localized radiotherapy, current techniques are unable to eradicate the infiltrative glioma cells. [References: 66]"
2421,Excluded,"The CNS germinoma experience at UCSF from 1980 - 2010 Background/Aims. Management for CNS germinomas is controversial. Historically, treatment involved craniospinal irradiation (CSI). For intracranial lesions, however, early evidence suggests that focal radiation therapy (XRT) and chemotherapy may achieve high local control rates and limit radiation toxicity. This study examines the efficacy of treatment approaches in the management of CNS germinoma patients at the University of California, San Francisco (UCSF). Methods. Seventy-nine patients who received primary treatment for germinoma between 1980 and 2010 at UCSF were identified and their charts reviewed. Primary endpoints were progression free survival (PFS) and overall survival (OS). Results. 29 patients were treated with XRT alone and 50 with XRT and chemotherapy. 22 patients received focal XRT, 32 received whole brain irradiation (WBI) and 9 received CSI. Field data was unrecoverable for 16 patients. 14 patients progressed and 8 died from disease. PFS rate at 5 years was 87.7% and OS rate at 5 years was 93.0%. Overall, focal XRT had significantly higher rates of disease progression compared to WBI or CSI (p - 0.047 and p - 0.008 respectively) and among patients who had solitary lesions, focal XRT and chemotherapy had significantly higher rates of disease progression (p - 0 .024) than WBI and chemotherapy. Conclusion. Among all CNS germinoma patients, CSI or WBI achieve better control rates than focal XRT. specifically for solitary intracranial lesions, WBI and chemotherapy is superior to focal XRT and chemotherapy as it is associated with significantly lower rates of progression."
1965,Excluded,"A patient questionnaire for radiation-induced brachial plexopathy We analyzed the usefulness of a symptom questionnaire to screen for radiation-induced brachial plexopathy (RIBP) after breast cancer treatment. Four questions addressed distal and proximal paresis: impaired hand functions, problems raising the arm, carrying weights, and lifting objects from a high shelf. Eighty-one relapse-free patients were neurologically examined. Treatment was mastectomy (51%) or breast-conserving surgery (49%), radiotherapy to the supraclavicular +/- axilla with median 60 Gy maximum dose. Sixty-five subsequent control patients had breast-conserving surgery and radiotherapy to the breast only with 55 Gy median dose. Median follow up was 10 and 7.4 years, respectively. Sixteen patients had RIBP, 7 had Radiation Therapy Oncology Group (RTOG) grade 1, 4 grade 2, 3 grade 3, and 2 grade 4 RIBP. Thirty-seven patients had fibrosis and 32 had arm edema. Four patients with RIBP had no fibrosis (n = 2) or fibrosis of the axilla only (n = 2). Specificity of the question ""impaired hand functions"" for RIBP was 0.66 (95% confidence interval [CI], 0.51-0.78); sensitivity was 0.80 (95% CI, 0.52-0.96). Specificity of the question ""raising the arm"" was 0.98 (95% CI, 0.9-0.99) and sensitivity was 0.18 (95% CI, 0.04-0.45); the rate of false-positive control patients was 3%. In multivariate analysis, ""impaired hand functions"" and fibrosis were independent indicators of RIBP (P <0.005). Patients with breast irradiation only stated moderate/pronounced impaired hand functions; and problems carrying weights and lifting objects from a high shelf in 38%, 58%, and 77%, not significantly different from patients with RIBP or the patients with supraclavicular radiation. RIBP is not necessarily associated with fibrosis. The aim of the questionnaire was screening of a population at risk for RIBP. In this group, the question ""problems raising the arm"" detected severe RIBP with high specificity. Negation of ""impaired hand functions"" excludes RIBP. Both questions should be included in follow-up questionnaires."
2760,Excluded,"Modelling the radiotherapy effect in the reaction-diffusion equation PURPOSE: In recent years, the reaction-diffusion (Fisher-Kolmogorov) equation has received much attention from the oncology research community due to its ability to describe the infiltrating nature of glioblastoma multiforme and its extraordinary resistance to any type of therapy. However, in a number of previous papers in the literature on applications of this equation, the term (R) expressing the 'External Radiotherapy effect' was incorrectly derived. In this note we derive an analytical expression for this term in the correct form to be included in the reaction-diffusion equation.METHODS: The R term has been derived starting from the Linear-Quadratic theory of cell killing by ionizing radiation. The correct definition of R was adopted and the basic principles of differential calculus applied.RESULTS: The compatibility of the R term derived here with the reaction-diffusion equation was demonstrated. Referring to a typical glioblastoma tumour, we have compared the results obtained using our expression for the R term with the 'incorrect' expression proposed by other authors."
474,Excluded,"[Radiation necrosis after stereotactic radiosurgery for benign glioma] Stereotactic radiosurgery (SRS) becomes more widely used in treatment of patients with intracranial tumors. In spite of low invasiveness this method produces risk of development of radiation-induced complications including symptomatic focal necrosis. Authors report a case of radiation-induced necrosis occurred in a patient treated for benign glioma using Leksell Gamma-Knife. Morphological features, risk factors, incidence, differential diagnosis and treatment of cerebral radiation-induced necroses are briefly discussed in this article."
2121,Included,"Progress of memory function after radiation therapy in patients with nasopharyngeal carcinoma The authors evaluated the late neurocognitive profile and progress of memory functions in 60 patients with primary nasopharyngeal carcinoma who had been treated with radiation therapy for more than 2 years. Forty had imaging evidence of temporal lobe injury (TLI-positive), and 20 did not (TLI-negative). The patients and 19 healthy control subjects, matched with the patients for age and educational level, underwent extensive memory assessments. Seventeen patients (10 TLI-positive, 7 TLI-negative) were reassessed after an average of 28 months for progress of memory functions. The patient groups performed significantly worse on most memory tests compared with the normal subjects. Patients with memory complaints had lower scores for verbal memory than those without such complaints. The TLI-positive and TLI-negative groups did not differ significantly from each other in cognitive performance. At follow-up, visual memory performance had deteriorated, while verbal memory remained more stable."
2556,Excluded,"Comparative human cellular radiosensitivity: I. The effect of SV40 transformation and immortalisation on the gamma-irradiation survival of skin derived fibroblasts from normal individuals and from ataxia-telangiectasia patients and heterozygotes We have compared cell killing following 60Co gamma irradiation in 22 primary human fibroblast strains, nine SV40-immortalized human fibroblast lines and seven SV40-transformed pre-crisis human fibroblast cultures. We have examined material from normal individuals, from ataxia-telangiectasia (A-T) patients and from A-T heterozygotes. We have confirmed the greater sensitivity of A-T derived cells to gamma radiation. The distinction between A-T and normal cells is maintained in cells immortalized by SV40 virus but the immortal cells are more gamma radiation resistant than the corresponding primary fibroblasts. Cells transformed by plasmids (pSV3gpt and pSV3neo) expressing SV40 T-antigen, both pre- and post-crisis, show this increased resistance, indicating that it is expression of SV40 T-antigen, rather than immortalization per se which is responsible for the change. We use D0, obtained from a straight line fit, and D, estimated from a multitarget curve, as parameters to compare radiosensitivity. We suggest that both have their advantages; D0 is perhaps more reproducible, but D is more realistic when comparing shouldered and non-shouldered data."
2585,Included,"Treatment Outcomes of Incidental Intracranial Meningiomas: Results from the IMPACT Cohort Background: Incidental findings such as meningioma are becoming increasingly prevalent. There is no consensus on the optimal management of these patients. The aim of this study was to examine the outcomes of patients diagnosed with an incidental meningioma who were treated with surgery or radiotherapy. Method(s): Single-center retrospective cohort study of adult patients diagnosed with an incidental intracranial meningioma (2007-2015). Outcomes recorded were postintervention morbidity, histopathologic diagnosis, and treatment response. Result(s): Out of 441 patients, 44 underwent treatment. Median age at intervention was 56.1 years (interquartile range [IQR], 49.6-66.5); patients included 35 women and 9 men. The main indication for imaging was headache (25.9%). Median meningioma volume was 4.55 cm<sup>3</sup> (IQR, 1.91-8.61), and the commonest location was convexity (47.7%). Six patients underwent surgery at initial diagnosis. Thirty-eight had intervention (34 with surgery and 4 with radiotherapy) after a median active monitoring duration of 24 months (IQR, 11.8-42.0). Indications for treatment were radiologic progression (n = 26), symptom development (n = 6), and patient preference (n = 12). Pathology revealed World Health Organization (WHO) grade 1 meningioma in 36 patients and WHO grade 2 in 4 patients. The risk of postoperative surgical and medical morbidity requiring treatment was 25%. Early and late moderate adverse events limiting activities of daily living occurred in 28.6% of patients treated with radiotherapy. Recurrence rate after surgery was 2.5%. All meningiomas regressed or remained radiologically stable after radiotherapy. Conclusion(s): The morbidity after treatment of incidental intracranial meningioma is not negligible. Considering most operated tumors are WHO grade 1, treatment should be reserved for those manifesting symptoms or demonstrating substantial growth on radiologic surveillance. Copyright © 2020 Elsevier Inc."
