,Unnamed: 0.1,Unnamed: 0,decision,titleabstract
1491,189,189,Excluded,"Gene expression signature predict early development brain metastasis lung adenocarcinoma. Background: Advances systemic treatment substantially improved overall survival advanced lung adenocarcinoma patients, risk brain metastases(BM) higher. The survival patients symptomatic BM poor. The identification NSCLC patients high risk developing BM would enable pre-emptive improve outcome. Method(s): A total  biopsies primary lung tumor adenocarcinoma stage IV treatment-naive analyzed gene expression profiling using Affymetrix HuGene . ST processed R using Bioconductor libraries. All patients evaluated brain MRI diagnosis -month follow-up BM development. Patients classified two groups: early-BM( <  months) late- BM( >  months). A second independent cohort  patients analyzed validate gene expression signature (ClinicalTrials.gov: NCT ). Result(s): Samples classified early-BM() late-BM(), remainder  never developed BM. Significant changes gene expression about genes found. Eleven highly significant genes (B-stat > ) associated process cell-migrationCNN(down- reg.) adhesionCDH(up-reg); anti-apoptosisBAG(up-reg); immunological evasionSSX(up-reg) RAETE(up-reg); signaling pathways related RAS gene RABA(up-reg) RAPGEF(down-reg); mRNA-tRNA translocationDUSL(up-reg); methylation controlNOCL(up-reg); members EGFR family EPGN(up-reg) IGFR, IGFBP(up-reg). Conclusion(s): We describe -gene signature may predict risk BM potential classify patients evaluate screening strategies would facilitate pre-emptive interventional trials prophylactic cranial irradiation."
1494,1158,1158,Excluded,"-Iodo--deoxyuridine administered lateral cerebral ventricle radiosensitizer treatment disseminated glioma. A rat brain tumor model (Fischer  rats) clinical pathological features dissemination via cerebrospinal fluid (CSF) pathways used demonstrate efficacy -iodo--deoxyuridine (IUDR) radiosensitizer administered directly CSF. Stereotaxic implantation L gliosarcoma cells ( X () CSF lateral cerebral ventricle resulted widespread dissemination median survival .  days (range, -) two experiments. A continuous -day infusion IUDR CSF starting day tumor implantation provide beneficial effect. Irradiation cranial spinal axis  rad days , ,  implantation achieved increase survival time modest statistically significant. However, combination IUDR infusion radiotherapy resulted marked improvement survival time % cure rate (two  rats). This first demonstration vivo IUDR administered CSF potent radiosensitizer."
1497,3023,3023,Excluded,"Cryptochromes inner retinal non-visual irradiance detection. Nearly circadian clocks free-running periods differ significantly  hours. To maintain synchrony  h day, mammalian circadian clock reset light. Unlike animals, mammalian circadian entrainment occurs exclusively via eyes optic nerves. Remarkably, classical photoreceptors--the rods cones--are necessary photic entrainment. Instead, subset inner retinal ganglion cells directly photoresponsive transmit photic information specifically brain centres involved irradiance detection, including master circadian pacemaker suprachiasmatic nucleus hypothalamus. The photopigment(s) responsible inner retinal phototransduction unknown. Several lines evidence constrain candidate photopigments. First, near-total vitamin A depletion diminish retinohypothalamic signalling. Second, loss cryptochrome function retinal-degenerate mice substantially decreases photic signalling suprachiasmatic nucleus, markedly decreases pupillary light responses. Third, vitamin A depletion cryptochrome mutant mice leads loss photic signalling suprachiasmatic nucleus. These findings suggest model either classical photopigments inner retinal photopigments sufficient non-visual irradiance detection."
1500,45,45,Excluded,"Shifting scaling adaptation dynamic stimuli somatosensory cortex. Recent reports shown responses midbrain neurons guinea pig rapidly shift dynamic range responses track changes statistics ongoing sound-level distributions. This increased coding accuracy commonly occurring stimulus intensities. To investigate whether type adaptation might also found sensory modalities, characterized intensity-response functions neurons rat primary somatosensory cortex (S) continuous sinusoidal vibration whiskers amplitudes changed every  ms. Vibration amplitudes selected randomly % chance amplitude drawn relatively narrow 'high-probability region' (HPR). Stimulus mean variance manipulated shifting widening HPR. We found rat S neurons adapt shifts HPR mainly shifting thresholds, changes HPR width changing slope rate-level curves. Using realistic single-neuron models, go show after-hyperpolarizing currents, carried K(Ca)(+) channels, may responsible threshold shifts, slope changes."
1503,1426,1426,Excluded,"Neck stiffness post-irradiated nasopharyngeal carcinoma adult: An unusual diagnosis. Nasopharyngeal carcinoma neoplasm commonly found population South East Asia. The mainstay treatment high dose irradiation. Complications radiotherapy uncommon especially nearby structures vertebrae spinal cord. A  year-old gentleman nasopharyngeal carcinoma (NPC) treated chemo-radiation (total  fractions,Gy) presented us  months post therapy bilateral nasal discharge progressive neck stiffness. Nasoendoscopy showed inflamed nasophayngeal mucosa Computed Tomography (CT) brain cervical spine showed retropharyngeal anterior epidural collection extension atlantoaxial bone spinal cord compression. Histopathological specimen revealed features chronic inflammations multiple actinomycetes colonies. Our patient suffered severe neck stiffness loss sensations upper limbs. He treated conservatively Halo vest intravenous antibiotics  weeks recovered fully. Irradiation NPC known cause devastating complications cervical spine osteoradionecrosis, osteomyelitis. It also renders tissues hypoxic risk getting rare infection like actinomycosis. This report represent great diagnostic therapeutic challenge differentials tumor recurrence, osteoradionecrosis osteomyelitis. Patients must regularly followed look possible cervical complications result irradiation, prevent devastating outcome prognosis."
1504,1367,1367,Included,"[Status nervous system victims accident Chernobyl atomic power plant]. Under neurological investigation  patients different degrees severity acute radiation disease (ARD). The patients relatively evenly irradiated beta- gamma-rays result CPP accident. The onset time markedness signs primary reaction related ARD severity. Early appearance signs disturbances central nervous system functional state suggested stronger affliction, malignant course fatal outcome disease. Ii ARD patients IV-th III-rd degree severity syndromes observed these: acute radiation encephalopathy immediately caused ionizing irradiation CNS, secondary radiation-toxic encephalopathy. The hemorrhagic lesioning CNS cerebral hemispheres noted terminal stages. In rehabilitation phases, neurasthenic neurovascular syndromes appeared irrespective ARD severity."
1506,3530,3530,Excluded,"Noncoplanar VMAT Brain Metastases: A Plan Quality Delivery Efficiency Comparison With Coplanar VMAT, IMRT, CyberKnife. PURPOSE: To compare plan quality delivery efficiency noncoplanar volumetric modulated arc therapy coplanar volumetric modulated arc therapy, intensity-modulated radiation therapy, CyberKnife multiple brain metastases. METHODS: For  patients multiple brain metastases, noncoplanar volumetric modulated arc therapy, coplanar volumetric modulated arc therapy, intensity-modulated radiation therapy, CyberKnife plans prescription dose  Gy  fractions generated. Noncoplanar volumetric modulated arc therapy coplanar volumetric modulated arc therapy plans consisted  noncoplanar arcs  full coplanar arcs, respectively. Intensity-modulated radiation therapy plans consisted  coplanar fields. CyberKnife plans used skull tracking ensure accurate position. All plans generated cover % target volume prescription dose. Gradient index, conformity index, normal brain tissue volume (V <sub>Gy</sub> - V <sub>Gy</sub>), monitor units, beam time evaluated. RESULTS: Gradient index lowest CyberKnife (. +/- .), followed noncoplanar volumetric modulated arc therapy (. +/- .), coplanar volumetric modulated arc therapy (. +/- .), intensity-modulated radiation therapy (. +/- .). Conformity index largest noncoplanar volumetric modulated arc therapy (. +/- .), followed coplanar volumetric modulated arc therapy (. +/- .), CyberKnife (. +/- .), intensity-modulated radiation therapy (. +/- .). Normal brain tissue volume high-to-moderate dose spreads (V <sub>Gy</sub> - V <sub>Gy</sub>) significantly reduced noncoplanar volumetric modulated arc therapy intensity-modulated radiation therapy coplanar volumetric modulated arc therapy. Normal brain tissue volume noncoplanar volumetric modulated arc therapy comparable noncoplanar volumetric modulated arc therapy high-dose level (V <sub>Gy</sub> - V <sub>Gy</sub>) larger CyberKnife moderate-to-low dose level (V <sub>Gy</sub> - V <sub>Gy</sub>). Monitor units highest CyberKnife ( . +/- .), followed intensity-modulated radiation therapy (. +/- .), noncoplanar volumetric modulated arc therapy (. +/- .), coplanar volumetric modulated arc therapy (. +/- .). Beam time longest CyberKnife (. +/- . minutes), followed intensity-modulated radiation therapy (. +/- . minutes), noncoplanar volumetric modulated arc therapy (. +/- . minutes), coplanar volumetric modulated arc therapy (. +/- . minutes). CONCLUSION: For brain metastases far away organs-at-risk, noncoplanar volumetric modulated arc therapy generated rapid dose falloff higher conformity compared intensity-modulated radiation therapy coplanar volumetric modulated arc therapy. Noncoplanar volumetric modulated arc therapy provided comparable dose falloff CyberKnife high-dose level slower dose falloff CyberKnife moderate-to-low dose level. Noncoplanar volumetric modulated arc therapy plans less monitor units shorter beam time CyberKnife plans."
1509,51,51,Included,"Lifetime risk stroke impact hypertension: estimates adult health study Hiroshima Nagasaki. Very reports published lifetime risk (LTR) stroke blood pressure (BP) group. This study included participants Radiation Effects Research Foundation Adult Health Study followed biennial health examinations since . We calculated LTR stroke various BP-based groups among  subjects diagnosed stroke index age  years using cumulative incidence analysis adjusting competing risks. By ,  subjects suffered stroke ( (.%) women  (.%) experienced ischemic stroke). BP significant factor determining risk stroke men women, distributions cumulative risk stroke significantly different across BP groups. The LTR all-stroke normotension (systolic BP/diastolic BP < / mm Hg), prehypertension (-/- mm Hg), stage  hypertension (-/- mm Hg) stage  hypertension (> / mm Hg) .-.-.-.% men .-.-.-.% women, respectively (P < . among BP groups sexes). The estimates differ significantly (P = .) normotensive prehypertensive subjects. One five Japanese atomic bomb survivor subjects experienced stroke lifetime age  years. Long-term stroke risks elevated hypertension (> / mm Hg) index ages , ,   years."
1510,417,417,Included,"Effect low dose gamma rays certain essential metals oxidative stress different rat organs. The present work aimed determine effect low dose (.Gy) gamma-rays certain essential metals namely Fe, Cu, Zn Ca levels various tissues (liver, kidney, testis, spleen, intestine, heart brain) rats. Also, lipid peroxidation malondialdehyde (MDA) metallothionein (MT) levels measured liver, kidney testis. Rats exposed total dose .Gy gamma-rays along h low dose rate (.mGy/h). The obtained manifested elevation essential metals studied liver. All organs showed elevated Ca levels except brain non-significant change intestine. Decrease Fe levels observed kidney, testis, intestine, heart brain tissues insignificant change spleen tissue. Elevation MDA liver kidney tissues recorded inhibition MT liver, kidney testis tissues demonstrated. In conclusion, previous essential metals tested sensitive low dose (.Gy) gamma-rays. Such dose induce alterations oxidative stress parameters investigation. ©  The Egyptian Society Radiation Sciences Applications."
1512,203,203,Excluded,"Development method measuring femoral torsion using real-time ultrasound. Excessive femoral torsion associated various musculoskeletal neurological problems. To explore relationship, essential able measure femoral torsion clinic accurately. Computerized tomography (CT) magnetic resonance imaging (MRI) thought provide accurate CT involves significant radiation exposure MRI expensive. The aim study method measuring femoral torsion clinic, determine reliability method. Details process, including construction jig, protocol developed reliability method presented. The protocol developed used ultrasound image ridge greater trochanter, customized jig placed femoral condyles reference points. An inclinometer attached customized jig allowed quantification degree femoral torsion. Measurements taken protocol excellent intra- inter-rater reliability (ICC, = . ., respectively). This method measuring femoral torsion also permitted measurement femoral torsion high degree accuracy. This method applicable research and, minor adjustments, applicable clinical setting."
1515,4946,718,Included,"Mortality survey Japanese radiological technologists period - A cohort study , Japanese male radiological technologists born  begun  followed  . All deaths confirmed using registered permanent addresses (Koseki) death certificates. Cumulative occupational doses estimated Yamamoto method  technologists, born . The average dose . mGy (SD . mGy). The standard mortality ratios deaths causes, malignant neoplasms, leukaemia, lung stomach cancers . (% CI: .-.), . (% CI: .-.), . (% CI: .-.), . (% CI: .-.) . (% CI: .-.) respectively. The SMRs colon cancer brain tumour (ICD :) . (% CI: .-.) . (% CI: .-.) respectively. No significant correlation observed relative risks cancers major sites, stroke circulatory heart disease estimated cumulative doses."
1518,3944,138,Excluded,"Steroid responsive migratory brain lesions causing intractable epilepsy multiple myeloma. Objective: Description patient multiple myeloma presenting intractable epilepsy, steroid responsive, recurrent abnormal T signal brain magnetic resonance imaging (MRI). Background(s): Paraneoplastic epilepsy described association multiple malignancies related presence various antibodies, and/or malignancy spread central nervous system (CNS). Here describe unique presentation refractory epilepsy associated steroid responsive CNS lesions multiple myeloma. Design/Methods: N/A Results: A  year old man presented episodic expressive aphasia. His medical history significant IgA Kappa multiple myeloma metastases spine since ; treated radiation, chemotherapy, autologous hematopoietic stem cell transplant. MRI showed abnormal T hyperintense signal juxtacortical white matter cortex restricted diffusion contrast enhancement. Seizures seen EEG treated. Paraneoplastic, infectious, malignancy work negative, except > oligoclonal bands serum CSF suggesting systemic inflammation secondary CNS involvement. Two weeks later symptoms reoccurred. MRI showed progression intravenous solumedrol (IVSM) treatment lead clinical radiological improvement. Follow MRI four months later showed resolution findings. However, weeks later, presented status epilepticus (SE). MRI showed multiple new lesions; received IVSM, provided satisfactory response. He discharged prednisone. MRI two months later showed marked improvement prednisone reduced mg/day. In July, symptoms reoccurred treated SE MRI showed extensive new lesions. Despite aggressive treatment anticonvulsants, IVSM intravenous immunoglobulin, clinical, electrographic radiographic progression persisted. Family opted comfort care. Conclusion(s): Better recognition management different presentations various paraneoplastic syndromes represent new challenges management patients malignancies. Further studies paraneoplastic syndromes needed."
1521,626,626,Excluded,"Radiation dosimetry N-([<sup></sup>C]methyl)benperidol determined whole-body PET imaging primates. Purpose: N-([<sup></sup>C]methyl)benperidol ([<sup></sup>C]NMB) used positron emission tomography (PET) D<inf></inf>-like dopamine receptor binding vivo. We report absorbed radiation dosimetry i.v.-administered <sup></sup>C-NMB, critical step applying radioligand imaging studies humans. Material(s) Method(s): Whole-body PET imaging CTI/Siemens ECAT B scanner done male female baboon. After i.v. injection - MBq <sup></sup>C-NMB, sequential images taken head pelvis collected  h. Volumes interest (VOIs) identified entirely encompassed small organs (whole brain, striatum, eyes, myocardium). Large organs (liver, lungs, kidneys, lower large intestine, urinary bladder) sampled drawing representative regions within organ volume. Time-activity curves VOI extracted PET, organ residence times calculated analytical integration multi-exponential fit time-activity curves. Human radiation doses estimated using OLINDA/EXM . standard human model. Result(s): Highest retention observed blood liver, total residence times . min. The highest absorbed radiation doses heart (. mGy/kBq) kidney (. mGy/kBq), making critical organs [<sup></sup>C]NMB. A heart absorption  mGy would result injected dose , MBq [<sup></sup>C]NMB. Conclusion(s): Thus, study suggests , MBq [<sup></sup>C]NMB safely administered human subjects PET studies. Total body dose effective dose [<sup></sup>C]NMB . mGy/kBq . mSv/kBq, respectively. ©  Springer-Verlag."
1522,1315,1315,Included,"[A possibility predict severity individual damage following exposure supralethal radiation dosage. Prediction working capacity irradiated rats dogs response pre-exposure physical load]. The experiments rats dogs exposed radiation doses cause intestinal cerebral forms radiation sickness shown that, within first  hours post-exposure, efficiency impairment predicted changes indices cardiovascular endocrine systems physical load used non-radiation testing agent. The goodness fit experimental data expected result -%, still rising number indices different sections neuroendocrine system used time."
1524,4144,338,Excluded,"Neuromyotonia abducens nerve hypophysectomy radiation. The clinical signs rarely encountered ocular neuromyotonia consist transient involuntary tonic contraction delayed relaxation single multiple extraocular muscles, resulting episodic diplopia. With mean time delay . years, motility disorder frequently follows tumor excision adjuvant radiation near skull base. Ocular neuromyotonia may reflect inappropriate discharge oculomotor neurons unstable cell membranes segmental demyelinization tumor compression radiation-induced microangiopathy. In present paper, authors present case -year-old patient history transsphenoidal hypophysectomy adjuvant radiotherapy, underwent strabismus surgery abducens palsy."
1527,5091,863,Excluded,"Gender differences cardiovascular tolerance short radius centrifugation In preparing NASA Artificial Gravity Pilot Study planned centrifuge loading protocol tested  ambulatory subjects ( men,  women). Each subjected single  min trial .G equivalent gravitational load feet G level mediastinum. Amongst men, / completed trial successfully adverse sequelae. However, amongst women, / tests stopped early presyncope. Women known greater predisposition syncope following orthostatic stress normal tilt table conditions, lower body negative pressure following space flight. Amongst factors may contributed lower tolerance centrifugation anthropometric factors, vasoactive effects sex hormones, catecholamine levels, ability augment total peripheral resistance response orthostatic stress, structural differences cardiac anatomy physiology. However, determining true cause difference require investigation."
1530,4942,714,Excluded,"Treatment post-stroke motor dsyfunction interleaved trancranial magnetic stimulation combined functional MRI (TMS-FMRI) Transcranial magnetic stimulation (TMS) first used Anthony Baker co-investigators . They used TMS induce weak electric currents . Hz less stimulate promote neural metabolic response within cerebral nervous system. This resulted physical response functional response well. Further investigations experimentation though manipulation repetitive TMS pulses shown either increases decreases promotion neural transmissions depending upon coil orientation TMS device, intensity magnetic pulse well frequency. Because noninvasive mature without harmul radiation, TMS-fMRI provides safe treatment application neurological disorders minimal discomfort little risk. By coupling TMS BOLD-fMRI, brain activity may mapped using differentiated signals created blood flow deoxygenated oxygenated hemoglobin. This new radiological technique integrates use TMS fMRI present online model, displays brains functional conductivity activity real-time. With manipulation factors pulse interval duration well frequency, various neural responses may observed tracked fMRI imagery. This new technique offers promising tool detection fundamental mechanism stimulation treatment parameters researching motor rehabilitation cognitive recovery stroke patients well applications fields psychology neurology. This paper provides review current ongoing research using combined TMS-fMRI treatment techniques used North America Europe well preliminary work research done China, Future applications also discussed."
1533,2572,2572,Excluded,"Radiation dose coronary angiography: Correlation body mass index. Introduction: Coronary angiography (CAG) commonly performed procedure cardiology, resulting patients exposed radiation. Patients high body mass index (BMI) increased risk coronary artery disease. Catheter laboratory intensifiers use automatic exposure control (AEC) adjusts radiation dose aiming provide optimal quality images. Factors shown responsible dose variability complexity procedure, operator experience, level training radiation protection, type performance x-ray equipment. The objective present study evaluate radiation dose received patients correlated BMI. Method(s): Retrospective data  CAG performed Sep- Mar- single centre, analysed. Radiation dose calculated Dose Area Product (DAP) mGym . Result(s): Mean radiation dose procedure  +/-  mGym . Mean BMI, contrast volume used screening time . +/- . kg/m,  +/- . ml . +/- . minutes respectively. BMI positively correlated increasing radiation dose CAG (graph- &). Patients increased BMI require prolonged procedure increased contrast volume. There significant inter-operator variability. Even Ten degree increase angulation (oblique, cranial caudal) increased radiation dose significantly. Conclusion(s): Patients increased BMI receive significantly higher radiation dose CAG, affecting patient, every one present catheter laboratory. This recognized operator undertaking procedures patients high BMI."
1536,281,281,Excluded,"Wirelessly powered endoscopically implantable devices submucosa possible treatment gastroesophageal reflux disease. Gastroesophageal reflux disease (GERD) rather common disease prevalence reaching  % western world. The specific symptoms point diagnosis GERD feelings heartburn regurgitation acidic stomach contents esophagus. However, certain number patients respond standard therapy, cases, necessary resort treatment methods, laparoscopic fundoplication electrostimulation lower esophageal sphincter. The aim work manufacture miniature, battery-less stimulator provide electric stimulation lower esophageal sphincter, could implanted deep submucosa distal esophagus. The main goal provide battery-less system opposed traditional battery neurostimulators reduce size weight device. An electronic prototype wirelessly powered implantable device developed. We used animal models experiments. The device designed treat GERD via electrical stimulation muscularis propria. It implanted submucosal pocket lower esophageal sphincter endoscope. This method implantation superior esophageal stimulators used today low invasiveness surgery. Bipolar neurostimulation via two gold-plated leads provided. The device source energy; powered wirelessly reduces risk potential battery leakage reduces overall dimensions. Copyright ©  J. Hajer et al. This open access article distributed Creative Commons Attribution License, permits unrestricted use, distribution, reproduction medium, provided original work properly cited."
1539,1877,1877,Excluded,"Chemical stimulation rat retinal neurons: feasibility epiretinal neurotransmitter-based prosthesis. OBJECTIVE: No cure currently exists photoreceptor degenerative diseases, cause partial total blindness millions people worldwide. Electrical retinal prostheses developed several groups goal restoring vision lost diseases, electrical stimulation limitations. It excites somas axons, activating retinal pathways nonphysiologically, limits spatial resolution current spread. Chemical stimulation retinal ganglion cells (RGCs) using neurotransmitter glutamate suggested alternative electrical stimulation significant advantages. However, sufficient scientific data support developing chemical-based retinal prosthesis lacking. The goal study investigate feasibility neurotransmitter-based retinal prosthesis determine therapeutic stimulation parameters. APPROACH: We injected controlled amounts glutamate rat retinas epiretinal side ex vivo via micropipettes using pressure injection system recorded RGC responses multielectrode array. Responsive units identified using spike rate threshold  Hz. MAIN RESULTS: We recorded somal axonal units demonstrated successful glutamatergic stimulation across different RGC subtypes. Analyses show exogenous glutamate acts RGC synapses similar endogenous glutamate and, unlike electrical prostheses, stimulates RGC somata. The spatial spread glutamate stimulation =  mum injection site, comparable current electrical prostheses. Further, glutamate injections produced spatially differential responses OFF, ON, ON-OFF RGC subtypes, suggesting differential stimulation OFF ON systems may possible. A temporal resolution . Hz obtained, rate suitable spatial vision. SIGNIFICANCE: We provide strong support feasibility epiretinal neurotransmitter-based retinal prosthesis. Our findings suggest chemical stimulation RGCs viable alternative electrical stimulation could offer distinct advantages selective stimulation RGC somata."
1542,5136,908,Excluded,"Does routine clinical practice reproduce outcome large prospective Trials? analysis institutional database patients limited-disease small-cell lung cancer We performed analysis database  patients LD-SCLC evaluate extent clinical outcome large prospective trials reproduced routine practice. The analysis shown hazard rate death absence prophylactic cranial irradiation (PCI) adjusted effects confounding factors, appeared larger reported trials PCI LD-SCLC, comparable estimated extensive disease. Less intense routine staging procedures, compared trial settings, contributed outcome. Hyperfractionated thoracic radiotherapy provided survival advantage similar reported literature. ©  Informa Healthcare USA, Inc."
1543,847,847,Included,"Systemic HDAC inhibition ameliorates impairments synaptic plasticity caused simulated galactic cosmic radiation exposure male mice. Deep space travel presents number measurable risks including exposure spectrum radiations varying qualities, termed galactic cosmic radiation (GCR) capable penetrating spacecraft, traversing body impacting brain function. Using rodents, studies reported exposure simulated GCR leads cognitive impairments associated changes hippocampus function persist long one-year post exposure sign recovery. Whether memory updated incorporate new information mice exposed GCR unknown. Further, mechanisms underlying long lasting impairments cognitive function result GCR exposure yet defined. Here, examined whether whole body exposure simulated GCR using  ions doses   cGy interfered ability update existing memory impact hippocampal synaptic plasticity, cellular mechanism believed underlie memory processes, examining long term potentiation (LTP) acute hippocampal slices middle aged male mice .- months radiation exposure. Using modified version hippocampus-dependent object location memory task developed lab termed [']Objects Updated Locations['] (OUL) task find GCR exposure impaired hippocampus-dependent memory updating hippocampal LTP .- months exposure. Further, find impairments LTP reversed one-time systemic subcutaneous injection histone deacetylase  inhibitor RGFP  ( mg/kg), suggesting long lasting impairments cognitive function may mediated least part, epigenetic mechanisms."
1545,1665,1665,Excluded,"Metabolic reactions sensory motor neurons exposure various physical factors. [Russian]. A course radiation biologically active points guinea pig lumbosacral area performed means focused frequency-modulated continuous beam helium-neon laser, various power density, well means impulsive magnetic field. A comparative histoenzymatic analysis sensitive neurons lumbar spinal nodes caudal-mesenteric motor neurons carried out. The response metabolic processes sensitive neurons depends much type action, adequacy parameters applied. The power density, frequency impulse generation time application important characterization adequacy laser radiation. Peculiarities metabolic reactions sensitive sympathetic neurons response actions studied discussed."
1548,3431,3431,Excluded,"The homeobox transcription factor Even-skipped regulates acquisition electrical properties Drosophila neurons. BACKGROUND: While developmental processes axon pathfinding synapse formation characterized detail, comparatively less known intrinsic developmental mechanisms regulate transcription ion channel genes embryonic neurons. Early decisions, including motoneuron axon targeting, orchestrated cohort transcription factors act together combinatorial manner. These transcription factors include Even-skipped (Eve), islet Lim. The perdurance factors late embryonic neurons is, however, indicative might also regulate additional aspects neuron development, including acquisition electrical properties. RESULTS: To test hypothesis combinatorial code transcription factor also able influence acquisition electrical properties embryonic neurons utilized molecular genetics Drosophila manipulate expression Eve identified motoneurons. We show increasing expression transcription factor, two Eve-positive motoneurons (aCC RP), indeed sufficient affect electrical properties neurons early first instar larvae. Specifically, observed decrease fast K+ conductance (IKfast) amplitude quantal cholinergic synaptic input. We used charybdotoxin pharmacologically separate individual components IKfast show increased Eve specifically regulates Slowpoke (a BK Ca+-gated potassium channel), Shal, component current. Identification target genes Eve, using DNA adenine methyltransferase identification, revealed strong binding sites slowpoke nAcRalpha-Aa (a nicotinic acetylcholine receptor subunit). Verification using real-time PCR shows pan-neuronal expression eve sufficient repress transcripts slo nAcRalpha-Aa. CONCLUSION: Taken together, findings demonstrate, first time, Eve sufficient regulate voltage- ligand-gated currents motoneurons, extending known repertoire action beyond already characterized role axon guidance. Our data also consistent common developmental program utilizes defined set transcription factors determine morphological functional neuronal properties."
1549,339,339,Included,"Protective effect hypothermia brain neurons rats exposed ionizing radiation. [Russian]. The conditions protein-synthesizing system neurons hippocampus (areas CA C A) cortex (sensomotor region) rats subjected y-irradiation dose  Gy hypothermia ( -  degrees C) hypoxia-hypercapnia investigated fluorescent electron microscopy. Under hypothermia, protein-synthesizing system shown damaged lesser degree restored faster comparison similar neurons rats irradiated room temperature. In rats irradiated hypothermia, rRNA biogenesis protein-synthesizing activity polyribosomes restored two days. The protective influence hypothermia spread changes membrane structures (endoplasmic reticulum Golgy apparatus); i.e., partial loss integrity possible transformation structure caused irradiation restoration structures occurred lower rate."
1551,4211,405,Excluded,"A Light-Addressable Potentiometric Sensor Odorant Detection Using Single Bioengineered Olfactory Sensory Neurons Sensing Element. A light-addressable potentiometric sensor (LAPS), silicon-based surface potential detector, combined bioengineered olfactory sensory neurons (OSN) odorant detection. A LAPS chip used transducer monitor cell membrane potential changes. In addition, focused movable laser diameter comparable cell sizes employed select desirable single cell measurement microscope. Bioengineered OSNs coupled LAPS surface employed sensing elements, prepared expression olfactory receptor C. elegans, ODR-, plasma membrane rat primary OSNs via transient transfection. The responses bioengineered OSNs diacetyl, isoamyl acetate, acetic acid monitored extracellular recording using LAPS chip. Features recorded extracellular potential firings analyzed frequency time domains. We shown bioengineered OSNs generate specific response signals upon stimulation diacetyl, natural ligand ODR-. Moreover, different concentrations diacetyl elicit different temporal firing patterns bioengineered OSNs, permits concentration detection specific odorant molecules solution."
1554,3537,3537,Excluded,"Development Validation BREAST-Q Breast-Conserving Therapy Module. Background: In breast cancer surgery, patient-reported outcome needed measure outcomes best reported patients (e.g., psychosocial well-being). This study aimed develop validate new BREAST-Q module address unique concerns patients undergoing breast-conserving therapy (BCT). Method(s): Phase  involved qualitative cognitive interviews women BCT clinical expert input establish content BCT module. A field-test (phase ) performed, Rasch measurement theory (RMT) analysis used item reduction examination reliability validity. Validation item-reduced scales clinical sample (phase ) conducted assessment psychometric properties. Result(s): Qualitative interviews  women resulted addition  new items across multiple existing BREAST-Q scales development two new scales (Adverse Effects Radiation Satisfaction With Information-Radiation Therapy). Feedback  patients  clinical experts used refine instructions, response options, item wording. An RMT analysis data  women resulted item reduction. The final set scales showed evidence ordered response option thresholds, good item fit, good reliability, except Adverse Effects Radiation Scale. Validity reliability supported phase  data  women. Conclusion(s): The BREAST-Q BCT module used research clinical care evaluate quality metrics compare surgical outcomes across breast cancer surgery patients. Copyright © , Society Surgical Oncology."
1557,1423,1423,Excluded,"Dopamine releasing effect phenylbiguanide rat striatal slices. The present study explored mechanisms underlying dopamine releasing effect phenylbiguanide, compound commonly used -HT receptor agonist. Phenylbiguanide, also serotonin -methyl-serotonin, enhanced outflow radioactivity superfused rat striatal slices preloaded [H]dopamine. The presence dopamine uptake blocker nomifensin prevented increase outflow. The effect phenylbiguanide antagonized -HT receptor antagonists, require presence Ca+ superfusion buffer, also occurred reserpinized preparations depleted dopamine stores. Phenylbiguanide caused greater shift distribution superfusate radioactivity DOPAC dopamine nomifensin. All agreement exchange mechanism phenylbiguanide promotes efflux dopamine operation uptake carrier reversed direction. In consonance, phenylbiguanide, also serotonin -methyl-serotonin, inhibited binding [H]CFT dopamine uptake sites, although rank order promoting outflow, serotonin greater phenylbiguanide greater -methyl-serotonin, differed inhibiting [H]CFT binding dopamine uptake sites, -methylserotonin approximately serotonin greater phenylbiguanide. The present raised possibility phenylbiguanide additional activity releasing vesicular dopamine cytoplasmic pool."
1560,3003,3003,Excluded,"Cellular functional characterization immunoresistant human glioma cell clones selected alloreactive cytotoxic T lymphocytes reveals up-regulated synthesis biologically active TGF-beta. Two immunoresistant (IR) glioma cell variants, --IR --IR, cloned --MG glioma cell populations receiving continuous immunoselective pressure multiple alloreactive cytotoxic T lymphocyte (aCTL) preparations. Reapplication aCTL immunoselective pressure IR clones, displaying partial regain sensitivity aCTL removal selective pressure, restored resistance. The IR variants exhibited cross-resistance non-human leukocyte antigen (HLA)-restricted effector cells gamma-irradiation, carmustine. The IR clones characterized factors might contribute immunoresistance. The aCTL adhesion extracellular matrix extracts derived either IR clones parental cells similar impaired. Furthermore, aCTL binding parental cells IR clones equal. Down-regulation cell recognition molecules, class I HLA intercellular adhesion molecule- (ICAM-), would inhibit recognition aCTL observed IR clones. The down-regulation Fas IR clones correlated resistance FasL-induced apoptosis. HLA-G FasL might provide immunotolerant environment provide means counterattack aCTL, respectively, associated IR phenotype. The aCTL, coincubated IR clones parental cells, displayed up-regulation multiple secreted cytokines. A significant up-regulation bioactive transforming growth factor (TGF)-beta observed IR clones compared parental cells. These data suggest increased secretion bioactive TGF-beta may inhibit aCTL lysis IR clones. Disruption TGF-beta signaling pathway may circumvent resistance."
