,Unnamed: 0,titles,abstracts,decision,titleabstract
2739,2739,I- brachytherapy choroidal melanoma photographic angiographic abnormalities: Collaborative Ocular Melanoma Study: COMS Report No. ,"OBJECTIVES: () To summarize protocol used grading features postradiation abnormalities fundus photographs fluorescein angiograms patients enrolled Collaborative Ocular Melanoma Study (COMS); () document prevalence features interest posterior pole eyes  years follow-up; () investigate baseline patient, tumor, treatment characteristics associated posterior pole features. DESIGN: Observational case series within randomized, multicenter clinical trial. PARTICIPANTS: We evaluated  patients assigned received iodine- brachytherapy COMS medium-sized tumors. METHODS: Color fundus photographs fluorescein angiograms taken baseline , ,  years;  features graded according standard protocol. MAIN OUTCOME MEASURES: Prevalence selected time intervals fundus photographic features associated retinopathy optic neuropathy. RESULTS: The percentage patients >/= feature interest .% baseline, .%  years, .%  years, .%  years. The frequent findings across follow-up examinations macular microaneurysms (.% examinations), macular angiographic leakage (.%), optic disc hyperfluorescence (.%). The median number features present increased significantly follow-up maximum  features  years. The prevalence neovascularization disc  years .%. The prevalence optic neuropathy  years .%. Prognostic factors prevalent severe posterior pole abnormalities diabetes, tumor location close optic nerve foveal avascular zone, greater dose radiation foveola optic nerve head. CONCLUSIONS: The amount severity retinopathy optic neuropathy iodine- brachytherapy increased  years follow-up. Assessment photographs angiograms taken accord standard protocol provided reliable estimates rates development features retinopathy optic neuropathy eyes treated using COMS brachytherapy protocol. Our findings support earlier reports tumor factors addition radiation treatment may contribute posterior pole abnormalities. FINANCIAL DISCLOSURE(S): The authors proprietary commercial interest discussed article.",Excluded,"I- brachytherapy choroidal melanoma photographic angiographic abnormalities: Collaborative Ocular Melanoma Study: COMS Report No. . OBJECTIVES: () To summarize protocol used grading features postradiation abnormalities fundus photographs fluorescein angiograms patients enrolled Collaborative Ocular Melanoma Study (COMS); () document prevalence features interest posterior pole eyes  years follow-up; () investigate baseline patient, tumor, treatment characteristics associated posterior pole features. DESIGN: Observational case series within randomized, multicenter clinical trial. PARTICIPANTS: We evaluated  patients assigned received iodine- brachytherapy COMS medium-sized tumors. METHODS: Color fundus photographs fluorescein angiograms taken baseline , ,  years;  features graded according standard protocol. MAIN OUTCOME MEASURES: Prevalence selected time intervals fundus photographic features associated retinopathy optic neuropathy. RESULTS: The percentage patients >/= feature interest .% baseline, .%  years, .%  years, .%  years. The frequent findings across follow-up examinations macular microaneurysms (.% examinations), macular angiographic leakage (.%), optic disc hyperfluorescence (.%). The median number features present increased significantly follow-up maximum  features  years. The prevalence neovascularization disc  years .%. The prevalence optic neuropathy  years .%. Prognostic factors prevalent severe posterior pole abnormalities diabetes, tumor location close optic nerve foveal avascular zone, greater dose radiation foveola optic nerve head. CONCLUSIONS: The amount severity retinopathy optic neuropathy iodine- brachytherapy increased  years follow-up. Assessment photographs angiograms taken accord standard protocol provided reliable estimates rates development features retinopathy optic neuropathy eyes treated using COMS brachytherapy protocol. Our findings support earlier reports tumor factors addition radiation treatment may contribute posterior pole abnormalities. FINANCIAL DISCLOSURE(S): The authors proprietary commercial interest discussed article."
2740,2740,"Isoenzyme spectrum lactate dehydrogenase, malate dehydrogenase, esterase acid phosphatase rat brain cells different times external  Gy gamma irradiation. [Russian]","The influence external single gamma-irradiation dose  Gy isoenzyme composition lactate dehydrogenase, malate dehydrogenase, esterase acid phosphatase cytoplasm rat brain cells investigated. Irradiation shown cause differently directed changes ratio isoenzymes study different times exposure. The isoenzyme spectrum lactate dehydrogenase malate dehydrogenase shown normalized day  irradiation, whereas isoform composition esterase acid phosphatase stabilized time.",Included,"Isoenzyme spectrum lactate dehydrogenase, malate dehydrogenase, esterase acid phosphatase rat brain cells different times external  Gy gamma irradiation. [Russian]. The influence external single gamma-irradiation dose  Gy isoenzyme composition lactate dehydrogenase, malate dehydrogenase, esterase acid phosphatase cytoplasm rat brain cells investigated. Irradiation shown cause differently directed changes ratio isoenzymes study different times exposure. The isoenzyme spectrum lactate dehydrogenase malate dehydrogenase shown normalized day  irradiation, whereas isoform composition esterase acid phosphatase stabilized time."
2742,2742,Fractionated stereotactic radiation therapy management primary oligodendroglioma oligoastrocytoma,"PURPOSE: To retrospectively analyze outcomes benefits radiation therapy (RT) component multimodal treatment oligodendroglioma oligoastrocytoma, assessing local control survival rates evaluating prognostic factors. METHODS AND MATERIALS: We retrospectively reviewed  adult patients supratentorial oligodendroglioma oligoastrocytoma treated institution January  December  fractionated stereotactic RT (FSRT). RESULTS: Fractionated stereotactic RT well tolerated patients, without side effects. Median survival progression-free survival calculated initiation radiotherapy  months (range, - months)  months (range, - months), respectively. Progression-free survival rates radiation %  year %  years. Of  recurrences, % developed field. With regard histology, overall survival rates World Health Organization (WHO) Grade II group % %   years, respectively. In patients WHO Grade III tumors, overall survival rates   years % %, respectively. No prognosticators could identified median survival progression-free survival radiotherapy. Median overall survival calculated primary diagnosis . months (range, - months). The Cox regression multivariate analysis age neurologic symptoms showed significance p = . age p = . presence neurologic symptoms overall survival since primary diagnosis. CONCLUSIONS: Commonly, conventional conformal RT applied treatment brain tumors. In FSRT, tumor volume irradiated high doses, sparing volume normal brain tissue. Our data accordance survival times found literature. Ninety-two percent recurrences occurred within defined target volume, confirming reduction RT portals use FSRT lead increased rate recurrences field border field. Fractionated stereotactic RT therefore implemented effective safe modality therapy primary oligodendroglioma oligoastrocytoma.",Excluded,"Fractionated stereotactic radiation therapy management primary oligodendroglioma oligoastrocytoma. PURPOSE: To retrospectively analyze outcomes benefits radiation therapy (RT) component multimodal treatment oligodendroglioma oligoastrocytoma, assessing local control survival rates evaluating prognostic factors. METHODS AND MATERIALS: We retrospectively reviewed  adult patients supratentorial oligodendroglioma oligoastrocytoma treated institution January  December  fractionated stereotactic RT (FSRT). RESULTS: Fractionated stereotactic RT well tolerated patients, without side effects. Median survival progression-free survival calculated initiation radiotherapy  months (range, - months)  months (range, - months), respectively. Progression-free survival rates radiation %  year %  years. Of  recurrences, % developed field. With regard histology, overall survival rates World Health Organization (WHO) Grade II group % %   years, respectively. In patients WHO Grade III tumors, overall survival rates   years % %, respectively. No prognosticators could identified median survival progression-free survival radiotherapy. Median overall survival calculated primary diagnosis . months (range, - months). The Cox regression multivariate analysis age neurologic symptoms showed significance p = . age p = . presence neurologic symptoms overall survival since primary diagnosis. CONCLUSIONS: Commonly, conventional conformal RT applied treatment brain tumors. In FSRT, tumor volume irradiated high doses, sparing volume normal brain tissue. Our data accordance survival times found literature. Ninety-two percent recurrences occurred within defined target volume, confirming reduction RT portals use FSRT lead increased rate recurrences field border field. Fractionated stereotactic RT therefore implemented effective safe modality therapy primary oligodendroglioma oligoastrocytoma."
2745,2745,Gamma knife radiosurgery renal cell carcinoma brain metastases,"Object. The study clarify effectiveness gamma knife radiosurgery (GKS) achieving partial complete remission so-called radioresistant metastases renal cell carcinoma (RCC) propose guidelines optimal treatment Methods. During -year period,  patients ( male  female)  brain metastases RCC underwent GKS. The median tumor volume . cm<sup></sup> (range .-. cm<sup></sup>). Fourteen patients (%) also underwent whole-brain radiotherapy (WBRT) GKS, two patients (.%) GKS. The mean GKS dose delivered % isodose tumor margin . Gy (range - Gy). All cases categorized according Recursive Partitioning Analysis (RPA) classification brain metastases. Univariate analysis performed determine significant prognostic factors survival. The overall median survival  months GKS treatment. Age, sex, Karnofsky Performance Scale score, controlled primary disease predictors survival. Combined WBRT/GKS resulted median survival , ., . months RPA Classes I, II, III, respectively, compared median survival ., ., . months patients treated WBRT alone. Conclusions. These suggest WBRT combined GKS may improve survival patients brain metastases RCC. Furthermore, improvement survival seen RPA classes.",Excluded,"Gamma knife radiosurgery renal cell carcinoma brain metastases. Object. The study clarify effectiveness gamma knife radiosurgery (GKS) achieving partial complete remission so-called radioresistant metastases renal cell carcinoma (RCC) propose guidelines optimal treatment Methods. During -year period,  patients ( male  female)  brain metastases RCC underwent GKS. The median tumor volume . cm<sup></sup> (range .-. cm<sup></sup>). Fourteen patients (%) also underwent whole-brain radiotherapy (WBRT) GKS, two patients (.%) GKS. The mean GKS dose delivered % isodose tumor margin . Gy (range - Gy). All cases categorized according Recursive Partitioning Analysis (RPA) classification brain metastases. Univariate analysis performed determine significant prognostic factors survival. The overall median survival  months GKS treatment. Age, sex, Karnofsky Performance Scale score, controlled primary disease predictors survival. Combined WBRT/GKS resulted median survival , ., . months RPA Classes I, II, III, respectively, compared median survival ., ., . months patients treated WBRT alone. Conclusions. These suggest WBRT combined GKS may improve survival patients brain metastases RCC. Furthermore, improvement survival seen RPA classes."
2748,2748,Stereotactic Radiosurgery Multimodality Management Residual Recurrent Glioblastoma Multiforme,"Management options residual recurrent glioblastoma multiforme (GBM) limited despite advances surgical, chemotherapeutic, radiotherapeutic techniques. Stereotactic radiosurgery (SRS) often beneficial cases providing improved survival patients, still remains underutilized part multimodality management malignant gliomas. During last  years,  patients histologically proven residual recurrent GBM underwent Gamma Knife surgery University Pittsburgh. Retrospective analysis outcomes revealed median survival initial diagnosis  months, - -year survival rates . .%, respectively. Median survival time SRS  months. The use modified RPA (recursive partitioning analysis) classification demonstrated superior survival series comparison historical data. Important prognostic variables include tumor volume < cm, marginal radiation dose >= Gy, younger age patients (< years). Adverse radiation effects (ARE) noted % cases mainly controlled corticosteroids. Combining SRS bevacizumab resulted improvement overall progression-free survival decreased incidence ARE. Nevertheless, future application SRS patients GBM, evaluation efficacy well-designed prospective controlled clinical trials seems mandatory.",Excluded,"Stereotactic Radiosurgery Multimodality Management Residual Recurrent Glioblastoma Multiforme. Management options residual recurrent glioblastoma multiforme (GBM) limited despite advances surgical, chemotherapeutic, radiotherapeutic techniques. Stereotactic radiosurgery (SRS) often beneficial cases providing improved survival patients, still remains underutilized part multimodality management malignant gliomas. During last  years,  patients histologically proven residual recurrent GBM underwent Gamma Knife surgery University Pittsburgh. Retrospective analysis outcomes revealed median survival initial diagnosis  months, - -year survival rates . .%, respectively. Median survival time SRS  months. The use modified RPA (recursive partitioning analysis) classification demonstrated superior survival series comparison historical data. Important prognostic variables include tumor volume < cm, marginal radiation dose >= Gy, younger age patients (< years). Adverse radiation effects (ARE) noted % cases mainly controlled corticosteroids. Combining SRS bevacizumab resulted improvement overall progression-free survival decreased incidence ARE. Nevertheless, future application SRS patients GBM, evaluation efficacy well-designed prospective controlled clinical trials seems mandatory."
2751,2751,A study evaluation method recent clinical efficacy bevacizumab treatment radiation cerebral necrosis,"In order investigate efficacy bevacizumab treatment radiation cerebral necrosis, patients diagnosed radiation cerebral necrosis imaging stereotactic radiotherapy collected. Bevacizumab applied dose  mg/kg every three weeks least three times. The changes cerebral necrosis symptoms treatment, cerebral edema volume, cerebral necrosis volume, changes magnetic resonance imaging (MRI) strengthening phase signals cerebral necrosis used first observation point. The side effects bevacizumab used second observation point. Total  radiation cerebral necrosis patients treated bevacizumab June  February  collected. There  symptomatic patients,  patients (.%) reduced symptoms. The edema index grades nine patients (.%) improved. The cerebral necrosis volumes  patients (.%) decreased. The T phase signal strengths intracranial enhanced MRIs  patients (.%) significantly decreased. The clinical side effects bevacizumab mild. In conclusion, Preliminary showed treatment radiation cerebral necrosis using bevacizumab safe effective. This treatment measure worthy study.",Excluded,"A study evaluation method recent clinical efficacy bevacizumab treatment radiation cerebral necrosis. In order investigate efficacy bevacizumab treatment radiation cerebral necrosis, patients diagnosed radiation cerebral necrosis imaging stereotactic radiotherapy collected. Bevacizumab applied dose  mg/kg every three weeks least three times. The changes cerebral necrosis symptoms treatment, cerebral edema volume, cerebral necrosis volume, changes magnetic resonance imaging (MRI) strengthening phase signals cerebral necrosis used first observation point. The side effects bevacizumab used second observation point. Total  radiation cerebral necrosis patients treated bevacizumab June  February  collected. There  symptomatic patients,  patients (.%) reduced symptoms. The edema index grades nine patients (.%) improved. The cerebral necrosis volumes  patients (.%) decreased. The T phase signal strengths intracranial enhanced MRIs  patients (.%) significantly decreased. The clinical side effects bevacizumab mild. In conclusion, Preliminary showed treatment radiation cerebral necrosis using bevacizumab safe effective. This treatment measure worthy study."
2754,2754,Mortality morbidity adult craniopharyngioma,"A craniopharyngioma (CP) embryonic malformation sellar parasellar region. The annual incidence .-. cases/million/year approximately  % CP seen adulthood. Craniopharyngiomas highest mortality pituitary tumors. Typical initial manifestations diagnosis adults visual disturbances, hypopituitarism symptoms elevated intracranial pressure. The long-term morbidity substantial hypopituitarism, increased cardiovascular risk, hypothalamic damage, visual neurological deficits, reduced bone health, reduction quality life cognitive function. Therapy choice surgery, followed cranial radiotherapy half patients. The standardised overall mortality rate varies .-. cohort studies. Patients CP - fold higher cardiovascular mortality comparison general population. Women CP even higher risk. ©  Springer Science+Business Media, LLC.",Excluded,"Mortality morbidity adult craniopharyngioma. A craniopharyngioma (CP) embryonic malformation sellar parasellar region. The annual incidence .-. cases/million/year approximately  % CP seen adulthood. Craniopharyngiomas highest mortality pituitary tumors. Typical initial manifestations diagnosis adults visual disturbances, hypopituitarism symptoms elevated intracranial pressure. The long-term morbidity substantial hypopituitarism, increased cardiovascular risk, hypothalamic damage, visual neurological deficits, reduced bone health, reduction quality life cognitive function. Therapy choice surgery, followed cranial radiotherapy half patients. The standardised overall mortality rate varies .-. cohort studies. Patients CP - fold higher cardiovascular mortality comparison general population. Women CP even higher risk. ©  Springer Science+Business Media, LLC."
2756,2756,PIDD Mediates Radiation-Induced Microglia Activation,"Radiation-induced brain injury (RIBI) common adverse effect occurs cranial radiation therapy (CRT). We previously reported CRT-induced release pro-inflammatory cytokines brain tissues inhibition neurogenesis hippocampus might caused microglial activation may play important role RIBI. In study examined role p-induced protein death domain (PIDD) radiation-induced activation BV- cells. BV- cells transfected antisense oligonucleotide control mRNA antisense oligonucleotide-targeted PIDD mRNA sham  Gy irradiated. The state microglia expression pro-inflammatory cytokines detected using real-time polymerase chain reaction, Western blotting, immunofluorescence flow cytometry. Findings study suggest silencing PIDD expression could inhibit microglial activation downregulating PIDD-C/NF-kappabeta transcription pathway. PIDD acts critical switcher NF-kappabeta transcription pathway radiation-induced apoptosis. Given findings, study offers potential novel approach combination treatment RIBI.",Included,"PIDD Mediates Radiation-Induced Microglia Activation. Radiation-induced brain injury (RIBI) common adverse effect occurs cranial radiation therapy (CRT). We previously reported CRT-induced release pro-inflammatory cytokines brain tissues inhibition neurogenesis hippocampus might caused microglial activation may play important role RIBI. In study examined role p-induced protein death domain (PIDD) radiation-induced activation BV- cells. BV- cells transfected antisense oligonucleotide control mRNA antisense oligonucleotide-targeted PIDD mRNA sham  Gy irradiated. The state microglia expression pro-inflammatory cytokines detected using real-time polymerase chain reaction, Western blotting, immunofluorescence flow cytometry. Findings study suggest silencing PIDD expression could inhibit microglial activation downregulating PIDD-C/NF-kappabeta transcription pathway. PIDD acts critical switcher NF-kappabeta transcription pathway radiation-induced apoptosis. Given findings, study offers potential novel approach combination treatment RIBI."
2757,2757,Effect intraoperative radiation therapy enzyme histochemistry expression muscle guinea pigs injury facial nerve. [Chinese],"PURPOSE: To explore mechanism facial nerve recovery radiotherapy simulating surgical treatment parotid gland carcinoma reserving facial nerve studying ability aerobic metabolism, transmission neurotransmitter, variation ultrastructure motor end mitochondrion radiotherapy operation. METHOD(S): Animal models treatment group(Gy) lethal dose group(Gy) established. Succinic dehydrogenase(SDH) acetylcholine lipase(AchE) orbicularis oris measured radiotherapy. Student's test used statistical analysis. RESULT(S): The activity SDH AchE declined radiotherapy. There significant difference treatment group lethal dose group. One month later, significant improvement activity SDH AchE treatment group, lethal dose group continued decline. CONCLUSION(S): After radiotherapy parotid gland surgery, activity SDH AchE, transmission neurotransmitter, ability aerobic metabolism decreased. The ultrastructure motor end mitochondrion destroyed. The variation returned preoperative levels treatment group, lethal dose group.",Included,"Effect intraoperative radiation therapy enzyme histochemistry expression muscle guinea pigs injury facial nerve. [Chinese]. PURPOSE: To explore mechanism facial nerve recovery radiotherapy simulating surgical treatment parotid gland carcinoma reserving facial nerve studying ability aerobic metabolism, transmission neurotransmitter, variation ultrastructure motor end mitochondrion radiotherapy operation. METHOD(S): Animal models treatment group(Gy) lethal dose group(Gy) established. Succinic dehydrogenase(SDH) acetylcholine lipase(AchE) orbicularis oris measured radiotherapy. Student's test used statistical analysis. RESULT(S): The activity SDH AchE declined radiotherapy. There significant difference treatment group lethal dose group. One month later, significant improvement activity SDH AchE treatment group, lethal dose group continued decline. CONCLUSION(S): After radiotherapy parotid gland surgery, activity SDH AchE, transmission neurotransmitter, ability aerobic metabolism decreased. The ultrastructure motor end mitochondrion destroyed. The variation returned preoperative levels treatment group, lethal dose group."
2760,2760,Mechanical stress models Alzheimer's disease pathology,"Introduction Extracellular accumulation amyloid-beta protein intracellular accumulation tau brain tissues described animal models Alzheimer's disease (AD) mechanical stress-based diseases different mechanisms, traumatic brain injury (TBI), arterial hypertension (HTN), normal pressure hydrocephalus (NPH). Methods We provide brief overview experimental models TBI, HTN, NPH showing features tau-amyloid pathology, neuroinflammation, neuronal loss. Results [']Alzheimer-like['] hallmarks found mechanical stress-based models compared AD features found transgenic models. Discussion The goal review is, therefore, build current concepts onset progression AD lesions. We point importance accumulated mechanical stress brain environmental endogenous factor pushes protein deposition neuronal injury disease threshold. We encourage development preventing strategies drug screening based mechanical stress models. Copyright ©  The Alzheimer's Association.",Excluded,"Mechanical stress models Alzheimer's disease pathology. Introduction Extracellular accumulation amyloid-beta protein intracellular accumulation tau brain tissues described animal models Alzheimer's disease (AD) mechanical stress-based diseases different mechanisms, traumatic brain injury (TBI), arterial hypertension (HTN), normal pressure hydrocephalus (NPH). Methods We provide brief overview experimental models TBI, HTN, NPH showing features tau-amyloid pathology, neuroinflammation, neuronal loss. Results [']Alzheimer-like['] hallmarks found mechanical stress-based models compared AD features found transgenic models. Discussion The goal review is, therefore, build current concepts onset progression AD lesions. We point importance accumulated mechanical stress brain environmental endogenous factor pushes protein deposition neuronal injury disease threshold. We encourage development preventing strategies drug screening based mechanical stress models. Copyright ©  The Alzheimer's Association."
2763,2763,Somatostatinergic modulation firing pattern calcium-activated potassium currents medium spiny neostriatal neurons,"Somatostatin synthesized released aspiny GABAergic interneurons neostriatum, identified low threshold spike generating neurons (LTS-interneurons). These neurons make synaptic contacts spiny neostriatal projection neurons. However, somatostatin actions projection neurons described. The present work reports somatostatin modulates Ca(+) activated K(+) currents (K(Ca) currents) expressed projection cells. These actions contribute designing firing pattern spiny projection neuron; output neostriatum. Small conductance (SK) large conductance (BK) K(Ca) currents represent % % sustained outward current spiny cells. Somatostatin reduces SK-type K(+) currents time enhances BK-type K(+) currents. This dual effect enhances fast component hyperpolarizing potential reducing slow component. Somatostatin modifies firing pattern spiny neurons changed tonic regular pattern interrupted [']stuttering[']-like pattern. Semi-quantitative reverse transcriptase-polymerase chain reaction (RT-PCR) tissue expression analysis dorsal striatal somatostatinergic receptors (SSTR) mRNA revealed five SSTR mRNAs present. However, single cell RT-PCR profiling suggests probable receptor charge modulation SSTR receptor. Interestingly, aspiny interneurons may exhibit [']stuttering[']-like firing pattern. Therefore, somatostatin actions appear entrainment projection neurons rhythms generated interneurons. Somatostatin capable modifying processing output neostriatum.",Excluded,"Somatostatinergic modulation firing pattern calcium-activated potassium currents medium spiny neostriatal neurons. Somatostatin synthesized released aspiny GABAergic interneurons neostriatum, identified low threshold spike generating neurons (LTS-interneurons). These neurons make synaptic contacts spiny neostriatal projection neurons. However, somatostatin actions projection neurons described. The present work reports somatostatin modulates Ca(+) activated K(+) currents (K(Ca) currents) expressed projection cells. These actions contribute designing firing pattern spiny projection neuron; output neostriatum. Small conductance (SK) large conductance (BK) K(Ca) currents represent % % sustained outward current spiny cells. Somatostatin reduces SK-type K(+) currents time enhances BK-type K(+) currents. This dual effect enhances fast component hyperpolarizing potential reducing slow component. Somatostatin modifies firing pattern spiny neurons changed tonic regular pattern interrupted [']stuttering[']-like pattern. Semi-quantitative reverse transcriptase-polymerase chain reaction (RT-PCR) tissue expression analysis dorsal striatal somatostatinergic receptors (SSTR) mRNA revealed five SSTR mRNAs present. However, single cell RT-PCR profiling suggests probable receptor charge modulation SSTR receptor. Interestingly, aspiny interneurons may exhibit [']stuttering[']-like firing pattern. Therefore, somatostatin actions appear entrainment projection neurons rhythms generated interneurons. Somatostatin capable modifying processing output neostriatum."
2766,2766,Ataxia paralysis cats Australia associated exposure imported gamma-irradiated commercial dry pet food,"Between June  March ,  cats Australia developed symmetrical hindlimb ataxia, paraparesis, tetraparesis, paraplegia tetraplegia association eating imported, irradiated dry pet food. This communication reports clinical signs outcomes cats.",Excluded,"Ataxia paralysis cats Australia associated exposure imported gamma-irradiated commercial dry pet food. Between June  March ,  cats Australia developed symmetrical hindlimb ataxia, paraparesis, tetraparesis, paraplegia tetraplegia association eating imported, irradiated dry pet food. This communication reports clinical signs outcomes cats."
2767,2767,Effect gonadotropin secretion rate radiosensitivity rat luteinizing hormone-releasing hormone neuron gonadotroph,"To test hypothesis functional state hypothalamic LHRH neurons pituitary gonadotrophs might alter radiosensitivity, determined experimental conditions gonadotropin response castration could impaired single dose cranial irradiation. Single doses cranial irradiation greater  rads lethal unshielded rats. Shielding oropharynx esophagus allowed animals survive doses  rads. Doses   rads effect basal gonadotropin levels long  months irradiation. Irradiation caused dose- time-dependent impairment, however, gonadotropin response castration. Impairment gonadotropin levels castrate animals occurred animals irradiated either castration. However, rats irradiated castrate state showed decreased susceptibility irradiation damage. Additionally, stimulation pituitary LHRH agonist (LHRHa)  h irradiation significantly reduced impairment gonadotropin secretion - weeks irradiation (P less .). Thus, increased functional activity rat hypothalamus pituitary time irradiation, induced either castration acute LHRHa administration, associated protection gonadotropin-lowering effect irradiation. Based upon data, hypothesize stimulation gonadotropin secretion time therapeutic cranial irradiation humans might protect subsequent impairment gonadotropin secretion.",Included,"Effect gonadotropin secretion rate radiosensitivity rat luteinizing hormone-releasing hormone neuron gonadotroph. To test hypothesis functional state hypothalamic LHRH neurons pituitary gonadotrophs might alter radiosensitivity, determined experimental conditions gonadotropin response castration could impaired single dose cranial irradiation. Single doses cranial irradiation greater  rads lethal unshielded rats. Shielding oropharynx esophagus allowed animals survive doses  rads. Doses   rads effect basal gonadotropin levels long  months irradiation. Irradiation caused dose- time-dependent impairment, however, gonadotropin response castration. Impairment gonadotropin levels castrate animals occurred animals irradiated either castration. However, rats irradiated castrate state showed decreased susceptibility irradiation damage. Additionally, stimulation pituitary LHRH agonist (LHRHa)  h irradiation significantly reduced impairment gonadotropin secretion - weeks irradiation (P less .). Thus, increased functional activity rat hypothalamus pituitary time irradiation, induced either castration acute LHRHa administration, associated protection gonadotropin-lowering effect irradiation. Based upon data, hypothesize stimulation gonadotropin secretion time therapeutic cranial irradiation humans might protect subsequent impairment gonadotropin secretion."
2769,2769,Effect Pretreatment Platelet Parameters Survival Limited Disease Small Cell Lung Cancer,Background: The aim study investigate effect platelet parameters concurrent chemoradiotherapy (CCRT) survival patients limited disease small cell lung cancer (LD-SCLC).,Excluded,Effect Pretreatment Platelet Parameters Survival Limited Disease Small Cell Lung Cancer. Background: The aim study investigate effect platelet parameters concurrent chemoradiotherapy (CCRT) survival patients limited disease small cell lung cancer (LD-SCLC).
2772,2772,Radiation doses patients digital subtraction angiography,"This investigation determined patient doses digital subtraction angiography (DSA). Fluoroscopy time, dose-area product (DAP) entrance surface air kerma (ESAK) analysed  DSA examinations, classified seven categories: () abdominal aorta, iliac, femoral, popliteal leg arteries; () abdominal aorta superselective DSA renal arteries; () combination () (); () superselective DSA common carotid vertebral arteries, intracranial branches face profile projections; () superselective DSA hepatic, splenic, superior inferior mesenteric arteries; () combination () (); () celiac trunk branches. Median DAP values ., ., ., ., ., . . Gy cm, respectively. With exception one examination, ESAK values  Gy: limit erythema. Compared published data, DAP values within range reported () (), slightly larger () (), whereas references identified remaining three categories.",Excluded,"Radiation doses patients digital subtraction angiography. This investigation determined patient doses digital subtraction angiography (DSA). Fluoroscopy time, dose-area product (DAP) entrance surface air kerma (ESAK) analysed  DSA examinations, classified seven categories: () abdominal aorta, iliac, femoral, popliteal leg arteries; () abdominal aorta superselective DSA renal arteries; () combination () (); () superselective DSA common carotid vertebral arteries, intracranial branches face profile projections; () superselective DSA hepatic, splenic, superior inferior mesenteric arteries; () combination () (); () celiac trunk branches. Median DAP values ., ., ., ., ., . . Gy cm, respectively. With exception one examination, ESAK values  Gy: limit erythema. Compared published data, DAP values within range reported () (), slightly larger () (), whereas references identified remaining three categories."
2775,2775,Behavioral effects mice postnatal exposure low-doses -cesium bisphenol A,"Bisphenol A (BPA) important plasticizer used many household products polycarbonate plastics epoxy resins. Public scientific concerns exist regarding possibility neonatal exposure BPA may contribute neurobehavioral disorders. On hand, little information effects low doses ionizing radiation critical phases postnatal brain development, well combination radiation environmental chemicals. In study, CBL/J mice exposed low doses internal radiation (()Cs), and/or BPA postnatal day  (PND). At age two months, animals submitted several tests assess anxiety, activity, learning, memory. Results showed exposure ()Cs, alone combination BPA, increased anxiety-like animals without changing activity levels. Animals exposed ()Cs showed impaired learning, spatial memory, impairment observed groups co-exposed BPA.",Excluded,"Behavioral effects mice postnatal exposure low-doses -cesium bisphenol A. Bisphenol A (BPA) important plasticizer used many household products polycarbonate plastics epoxy resins. Public scientific concerns exist regarding possibility neonatal exposure BPA may contribute neurobehavioral disorders. On hand, little information effects low doses ionizing radiation critical phases postnatal brain development, well combination radiation environmental chemicals. In study, CBL/J mice exposed low doses internal radiation (()Cs), and/or BPA postnatal day  (PND). At age two months, animals submitted several tests assess anxiety, activity, learning, memory. Results showed exposure ()Cs, alone combination BPA, increased anxiety-like animals without changing activity levels. Animals exposed ()Cs showed impaired learning, spatial memory, impairment observed groups co-exposed BPA."
2778,2778,A mouse model replicating hippocampal sparing cranial irradiation humans: A tool identifying new strategies limit neurocognitive decline,"Cancer patients undergoing cranial irradiation risk developing neurocognitive impairments. Recent evidence suggests radiation-induced injury hippocampi could play important role cognitive decline. As tool studying mechanisms hippocampal-dependent cognitive decline, developed mouse model replicating recent clinical RTOG  study hippocampal sparing whole-brain irradiation. We irradiated -week-old female CBL/J mice single dose  Gy using either whole-brain irradiation (WBRT) hippocampal sparing irradiation (HSI). These animals, well sham-irradiated controls, subjected behavioral/cognitive assessments distinguishing hippocampal-dependent hippocampal-independent functions. Irradiation well tolerated animals limited cell death proliferating cells found within generative zones. Animals exposed WBRT showed significant deficits compared sham-irradiated controls hippocampal-dependent behavioral task. In contrast, HSI mice perform significantly different sham-irradiated mice (control group) performed significantly better compared WBRT mice. This consistent RTOG  clinical trial, animal model could prove helpful tool exploring new strategies mitigating cognitive decline cancer patients receiving cranial irradiation.",Included,"A mouse model replicating hippocampal sparing cranial irradiation humans: A tool identifying new strategies limit neurocognitive decline. Cancer patients undergoing cranial irradiation risk developing neurocognitive impairments. Recent evidence suggests radiation-induced injury hippocampi could play important role cognitive decline. As tool studying mechanisms hippocampal-dependent cognitive decline, developed mouse model replicating recent clinical RTOG  study hippocampal sparing whole-brain irradiation. We irradiated -week-old female CBL/J mice single dose  Gy using either whole-brain irradiation (WBRT) hippocampal sparing irradiation (HSI). These animals, well sham-irradiated controls, subjected behavioral/cognitive assessments distinguishing hippocampal-dependent hippocampal-independent functions. Irradiation well tolerated animals limited cell death proliferating cells found within generative zones. Animals exposed WBRT showed significant deficits compared sham-irradiated controls hippocampal-dependent behavioral task. In contrast, HSI mice perform significantly different sham-irradiated mice (control group) performed significantly better compared WBRT mice. This consistent RTOG  clinical trial, animal model could prove helpful tool exploring new strategies mitigating cognitive decline cancer patients receiving cranial irradiation."
