,decision,titleabstract
827,Excluded,implementation structural similarity ssim index quantitative evaluation tool dose distribution error detection to apply imaging metric structural similarity ssim index radiotherapy dose verification field evaluate capability reveal different types errors two dose distributions the ssim index consists three sub indices luminance contrast structure given two images luminance analysis compares local mean contrast analysis compares local standard deviation structure index represents local pearson correlation three test error patterns absolute dose error dose gradient error dose structure error designed characterize response ssim sub indices establish correlation indices different dose error types after establishing correlation four radiotherapy plans one mlc picket fence test plan one brain stereotactic radiotherapy plan two head and neck plans tested computing index compared gamma analysis determine similarities differences among three test error patterns luminance index decreased absolute dose agreement fell contrast index decreased dose gradient agreement fell structure index decreased periodical dose pattern shifted leading lower correlation thus luminance contrast structure index detect absolute dose error gradient discrepancy dose structure error respectively for four clinical cases sub indices reveal type error gamma analysis provided limited information the correlation subcomponents ssim index error types dose distribution established the ssim index provides additional error information compared provided gamma analysis
828,Excluded,the socs box protein stops required phototransduction effects phospholipase c phosphoinositide specific phospholipase c plc isozymes play roles diversity processes including drosophila phototransduction in fly photoreceptor cells plcbeta encoded norpa critical activation trp channels here describe plcbeta regulator stops encodes socs box protein mutation stops resulted reduced concentration norpa defect stopping signaling following cessation light stimulus norpa proposed dual roles plc gtpase activating protein gap we found slow termination resulting expressing low levels wild type norpa suppressed addition normal amounts altered norpa wild type gap activity plc activity stops first protein identified specifically regulates plcbeta protein concentration moreover work demonstrates plcbeta derivative promote trp channel activation still contributes signaling vivo
829,Excluded,effect triftazin elenium changes evoked bioelectric activity brain exposure magnetic field russian experiments carried white rats anesthetized nembutal evoked potentials ep sensorimotor cortex large hemispheres reticular formation midbrain cerebellum resulting stimulation sciatic nerve recorded the exposure constant magnetic field t led increase amplitude complication shape eps due appearance new components pretreatment triphtazine elenium suppressed magnetic field effect
830,Excluded,effects lesions basal ganglia nuclei efferent projections tremorine induced limb rigidity rats a mechanical apparatus used measure rats effects unilateral basal ganglia lesions hind limb rigidity produced cholinomimetic compound tremorine a globus pallidus lesion reduced resting tone greatly increased rigidity contralateral leg lesions entopeduncular subthalamic accumbens nuclei effects rigidity although entopeduncular nucleus lesion reduced resting limb tone the role globus pallidus rigidity significant relation work striatal lesions abolished tremorine induced rigidity some brain regions receive basal ganglia efferent fibers received lesion unilaterally lesions substantia nigra red nucleus pedunculopontine nucleus effect tremorine induced rigidity a habenular lesion significantly reduced rigidity hind legs very pronounced reductions rigidity occurred midbrain lesions involving central periaqueductal grey region superior colliculus the basal ganglia output pathways may mediate tremorine rigidity discussed together possibility superior colliculus many muscarinic receptors may influenced directly tremorine
831,Excluded,s a phase ii study cetuximab cet added induction chemotherapy ict oxaliplatin ox capecitabine cap followed neoadjuvant chemoradiation nacr locally advanced rectal cancer larc nacr larc standard decades pathologic complete response pcr associates improved survival outcome surrogate nacr clinical trials in modern phase iii trials nacr larc pcr ranges cet improves response rates kras wild type kras wt metastatic colorectal cancer s designed select pts kras wt status assess improvement pcr cet added ict nacr larc s eligibility stage iiiii biopsy proven larc kras wt without bowel obstruction prior therapy adequate hematologic hepatic renal function performance status peripheral neuropathy grade exclusionary enrollment target eligible pts planned interim analysis pts received therapy pcr observed interim study close treatment consisted ict nacr surgery treatment regimen cycle ox mg m sup sup day d cet mg m sup sup d mg m sup sup cap mg m sup sup p o bid monday friday m f d rest cycle ox mg m sup sup cet mg m sup sup cap mg m sup sup p o bid m f radiation cgy d mf x weeks cgy followed cgy boost x stage ii cgy stage cgy surgery occurred weeks nacr eligible pts would give power true pcr significance the regimen would lack future interest pcr s from february april pts registered ineligible treated available toxicity evaluation tox available data pts surgery grade tox grade tox occurred pts withdrew tox reasons pts pcr ci pts microscopic cancer pts minor no response surgery s ict nacr cet improved pcr historical recent rates toxicity generally acceptable this approach serve base adding additional agents kras wt larc
832,Excluded,medical certification pilots commercial suborbital spaceflights the aerospace medical association convened working group october preparing position statement medical certification pilots commercial suborbital flights the discussion concerned two areas medical standards content medical examination the working group found current medical standards federal aviation administration class i certificate reasonable crews flying suborbital profiles it recommended medical examination include history physical examination well urinalysis hemoglobin hematocrit hemoglobin ac ecg
833,Excluded,strategic planning workshop research needs neutron capture therapy the workshop research needs neutron capture therapy held williamsburg va may addressed key issues questions related optimization boron neutron capture therapy bnct general possibility success present bnct trials brookhaven national laboratory bnl massachusetts institute technology mit particular both trials use nuclear fission reactors neutron sources bnct glioblastoma multiforme bnl deep seated melanoma mit presentations discussions focussed optimal boron labeled compounds mainly brain tumors glioblastoma multiforme best mode compound delivery tumor also optimizing neutron irradiation dose delivery tumor cells issues dosimetry bnct especially brain discussed planning treatment follow up coordination bnct various treatment sites potential delivery bnct various types cancer appropriately tailored protocol additional issues the need multicentric interdisciplinary cooperation among different medical specialties highlighted
834,Excluded,deep brain stimulation subthalamic nucleus affects resting eeg visual evoked potentials parkinson s disease we studied changes eeg spectral power induced deep brain stimulation dbs subthalamic nucleus stn parkinson s disease pd also analyzed changes visual evoked potentials vep dbs off eleven advanced pd treated bilateral dbs stn examined overnight withdrawal l dopa h switching neurostimulators all underwent clinical examination followed resting eeg vep recordings procedure repeated dbs stn switched on with dbs switched on dominant eeg frequency increased hz p relative spectral power dropped average p switching neurostimulators caused decrease n p amplitude vep p inversely correlated intensity dbs black and white pattern p color pattern p despite artifacts generated neurostimulators vep resting eeg suitable detection effects related dbs stn the acceleration dominant frequency alpha band may evidence dbs stn influence speeding intracortical oscillations the spectral power decrease seen mainly fronto central region might reflect desynchronization premotor motor circuits though movement executed similarly desynchronization cortical activity recorded posteriorly may responsible vep amplitude decrease implying dbs stn related influence even visual system significance changes idling eeg activity observed diffusely scalp together involvement vep suggest effects dbs stn reach far beyond motor system influencing basic mechanisms rhythmic cortical oscillations
835,Excluded,acute tongue necrosis a case report necrosis tongue many causes relatively rare excellent blood supply these include malignant tumours ergotismus previous radiation neck emboli intra arterial drug injections calciphylaxis severe haemorrhage infections cardiac arrest giant cell arteritis we report original case year old woman presented acute tongue necrosis treatment dihydroergotamine prednisolone pregabalin amphotericin b this woman treated dihydroergotamine since years her medical history included acoustic neurinoma parkinson s disease depression she began receiving prednisolone pregabalin amphotericin b november a days later presented villous black tongue macroglossia this patient developed acute tongue necrosis right side a surgical act realized biopsy negative horton s disease excluded the treatment prednisolone pregabalin amphotericin b discontinued treatment fluconazole intaured evolution favourable in case found etiological element treatments dihydroergoamine prednisolone infection would able favour acute tongue necrosis
836,Included,a clonogenic survival assay neural stem cells rat spinal cord exposure ionizing radiation neural stem cells play important role neurogenesis adult central nervous system cns inhibition neurogenesis suggested underlying mechanism radiation induced cns damage here developed vivo vitro clonogenic assay characterize survival neural stem cells exposure ionizing radiation cells isolated rat cervical spinal cord plated single cell suspensions defined medium containing epidermal growth factor basic fibroblast growth factor the survival proliferating cells determined ability form neurosphere colonies the number size neurospheres analyzed quantitatively day plating plating cells mm cervical spinal cord resulted linear increase number neurospheres day compared nonirradiated spinal cord significant decrease number size neurosphere colonies cultured mm length rat spinal cord single dose gy when dissociated neurospheres derived spinal cord irradiated gy allowed differentiate percentages neurons oligodendrocytes astrocytes determined immunocytohistochemistry altered compared nonirradiated spinal cord secondary neurospheres could obtained cells dissociated primary neurospheres cultured irradiated spinal cord in exposure ionizing radiation reduces clonogenic survival neural stem cells cultured rat spinal cord however neural stem cells retain pluripotent self renewing properties irradiation a neurosphere based assay may provide quantitative measure clonogenic survival neural stem cells adult cns irradiation
837,Excluded,light intensity dependent dysregulation retinal reference genes the degeneration photoreceptors common hallmark ocular diseases like retinitis pigmentosa rp age related macular degeneration amd to experimentally induce photoreceptor degeneration light damage paradigm frequently used in study show exposure high amounts cool white light lux h resulted fold higher apoptotic rate retina compared light exposure lux min consequently exposure intense light resulted significant downregulation retinal mrna expression levels reference genes gapdh gnbl rpl rps actb ubc tbp compared untreated controls investigators performing light induced photoreceptor degeneration aware fact higher light intensities dysregulation reference genes
838,Excluded,low serum oh vitamin d level associated increased risk primary cns malignancy a retrospective cohort study veteran population vitamin d vitd deficiency reported associated numerous malignancies presumed secondary action vitd receptor immune cell cycle regulation s to investigate relationship vitd hydroxyvitamin d oh d levels primary brain malignancy s we conducted retrospective cohort study veterans received care vha january december vitd levels measured least course care primary outcome measure incidence primary brain malignancy relation vitd levels exclusion criteria included diagnoses metastatic brain cancer meningeal spinal face neck throat malignancies vitd months november february exposure ionizing radiation presence genetic factors predisposing brain tumors formation propensity score matching survival analyses conducted cohorts determine compare incidence hazard ratios brain malignancy two groups subjects group subjects vitd levels higher ng ml group subjects vitd deficiency defined ng ml kaplan meier curves plotted compare time events groups s after matching two groups several confounders age gender bmi smoking status alcohol abuse race ethnicity incidence primary brain malignancy significantly higher group per comparison group per vitd deficiency associated higher risk primary brain malignancy hr ci p kaplan meier analysis showed subjects vitamin d lower probability survival free primary brain malignancy statistically significant s findings study suggests increased risk primary brain malignancy subjects vitd deficiency
839,Excluded,inefficiency anticoagulant therapy regression radiation induced optic neuropathy cushing s disease radiation induced optic neuropathy rare complication prevalence less following radiotherapy sellar region however vasculopathy cushing s disease predisposes radiation induced injury we report case year old man cushing s disease since the hormonal study including bilateral inferior petrosal sinus catheterization diagnosed pituitary right lesion imagiology always negative he underwent transsphenoidal microadenomectomy pathological study showed presence corticotrophic hyperplasia adenoma secondary hypothyroidism hypogonadism well permanent diabetes insipidus diagnosed patient cured underwent second transsphenoidal total hypophysectomy after still hypercortisolemic pituitary external irradiation given total dose rad six months later developed progressive bilateral visual loss cerebral mr revealed focal enhancement enlarged optic nerves chiasm associated demyelination areas posterior visual pathways treatment tried first high doses corticosteroids later anticoagulants heparin ev u h days followed warfarin unsuccessfully probably patient already amaurotic beginning last treatment
840,Excluded,linac based fractionated stereotactic radiotherapy micro multileaf collimator brainstem metastasis to assess neuroimaging clinical outcomes brainstem metastasis bsm treated linac based fractionated stereotactic radiotherapy fsrt micro multileaf collimator between may january male female bsm lesions midbrain pons medulla oblongata consecutively treated linac based fsrt bsm originated lung n colon n breast n the median patient age range years recursive partition analysis classified class i class ii class iii overall survival calculated using kaplan meier tumor volume ranged cm sup sup median cm sup sup treated dose gy fractions the median os months fsrt confidence interval large tumor volume presence brainstem related symptoms poor pretreatment karnofsky performance status recursive partition analysis class iii significantly associated low overall survival tumor volume decreased metastatic lesions remained stable increased no patient exhibited permanent radiation injury grade nausea vomiting according common terminology criteria adverse events occurred patient received corticosteroids linac based fsrt micro multileaf collimator delivered doses gy fractions safe effective local therapy bsm
841,Included,features cognitive audiory evoked potentials changes participants liquidation chernobyl accident consequences message ii analysis late component p at participants liquidation consequences chernobyl accident middle age years healthy persons middle age years performed complex neuropsychological examination registration acoustical cognitive evoked potentials ep using odd ball paradigms neuropsyhological research revealed liquidators disorders higher mental functions aspontanity decrease speech visual memory also deficit higher motor functions according analysis amplitude time characteristics component p acoustical cognitive ep decrease amplitude component liquidators areas brain experimental situations stimulus comparison healthy persons age revealed at analysis latent period lp p liquidators distinct increase revealed situation passive listening kinds stimulus the analysis reactivity lp different experimental situations shown healthy persons passive listening similar values kinds stimulus account situation maximum values for significant stimulus for liquidators type reaction form increase lp values majority stimulus experimental situations the analysis regional lp changes component p found maximum distinctions groups frontal area left hemisphere along liquidators type reactions similar shown stimulus without dependence importance comparison norm revealed uneconomical superfluous it testify decreasing attention memory reserves promote disorder higher mental functions the described amplitude time characteristics component p acoustical ep liquidators ep testify delay perception processing information analysis combination easing inhibitory processes leading higher mental dysfunctions the obtained data similarity people old age supporting hypothesis accelerated ageing brain also pathological development processes ageing influence low doses radiation
842,Excluded,the effectiveness factors related treatment gamma knife radiosurgery meningiomas a retrospective analysis conducted intracranial mengiomas treated gamma knife radiosurgery the analyze efficacy treatment assess appropriate treatment parameters the assessed regular mr examinations tumor volume measured month intervals mean follow up duration months range months meningiomas skull base distal skull base tumor volumes ml n ml n ml n ml n the divided groups according radiation dose the groups high dose peripheral dose gy n medium dose gy n low dose gy n groups a statistical generalized estimation equation applied compare treatment groups different doses tumor volumes the volume measurement latest follow up showed meningiomas decreased volume tumor enlargement increased volume the increased volume found frequently short months follow up period in series tumors reduction average tumor volume years radiosurgery at range gy peripheral dose pd radiosurgery effective reduce tumor volume per month p however higher doses significant difference tumor volume reduction p on hand high dose pd gy treatment associated higher risk temporary tumor swelling development adverse radiation effects ares the ares detected mr images occurred only ares symptomatic neurological sequelae peripheral doses tumor volumes locations significant impacts are p in peripheral dose gy may adequate meningiomas small volumes ml in larger tumors ml lower pd preferred gy to avoid initial tumor swelling are high dose irradiation pd gy recommended meningiomas larger ml
843,Included,reduction whole brain volume associated decline verbal memory following prophylactic cranial irradiation limited stage small cell lung cancer s whole brain radiation therapy wbrt associated radiographic reduction brain volume clinical decline neurocognitive function relationship findings unknown this study evaluated association whole brain volume loss neurocognitive decline following prophylactic cranial irradiation pci limited stage small cell lung cancer sclc this secondary analysis prospective clinical trial accrued single institution limited stage sclc complete response standard thoracic chemo radiation received pci total gy fractions mean hippocampal dose limited less gy the primary determine whether changes whole brain volume associated changes verbal memory assessed hopkins verbal learning test revised hvlt r whole brain volumes measured mr imaging obtained months pci volumes evaluated absolute change ml proportional change compared baseline verbal memory assessed months pci univariate multivariate linear regression evaluated associations changes whole brain volume verbal memory s twenty two enrolled the median whole brain volume pci ml range whole brain volumes progressively decreased following pci reaching greatest extent reduction months pci median change ml range p on univariate linear regression decline delayed recall component hvlt r significantly associated absolute proportional reduction whole brain volume months pci beta ml p beta p on multivariate linear regression reduction whole brain volume associated decline delayed recall percent retained components hvlt r independent global cognitive function prior pci years education table s this first study quantitatively correlate reduction whole brain volume decline neurocognitive function following wbrt this suggests loss brain volume wbrt may clinically significant subsequently impact cognition quality life formal comparative studies needed confirm findings figure presented copyright
844,Included,effect gonadotropin secretion rate radiosensitivity rat luteinizing hormone releasing hormone neuron gonadotroph to test hypothesis functional state hypothalamic lhrh neurons pituitary gonadotrophs might alter radiosensitivity determined experimental conditions gonadotropin response castration could impaired single dose cranial irradiation single doses cranial irradiation greater rads lethal unshielded rats shielding oropharynx esophagus allowed animals survive doses rads doses rads effect basal gonadotropin levels long months irradiation irradiation caused dose time dependent impairment however gonadotropin response castration impairment gonadotropin levels castrate animals occurred animals irradiated either castration however rats irradiated castrate state showed decreased susceptibility irradiation damage additionally stimulation pituitary lhrh agonist lhrha h irradiation significantly reduced impairment gonadotropin secretion weeks irradiation p less thus increased functional activity rat hypothalamus pituitary time irradiation induced either castration acute lhrha administration associated protection gonadotropin lowering effect irradiation based upon data hypothesize stimulation gonadotropin secretion time therapeutic cranial irradiation humans might protect subsequent impairment gonadotropin secretion
845,Excluded,penguin suit fetal position finite element model prevent low back pain spaceflight b b this study aimed investigate biomechanical effects different interventions astronauts lumbar intervertebral discs microgravity environment spaceflight gravity environment astronaut returns b b a finite element model ll lumbar segment developed eight loading schemes representing different interventions the loading schemes included wearing penguin suit sleeping fetal position wearing penguin suit combined sleeping fetal position reclining h d maintaining upright posture h d b b without microgravity environment led increased central pore pressure radial displacement water content lumbar intervertebral disc wearing penguin suit combined sleeping fetal position reduce disc pore pressure axial stress radial displacement water content mpa kpa mm respectively when astronauts return gravity environment staying upright h reduce pore pressure axial stress radial displacement water content intervertebral disc mpa kpa mm respectively b b this study showed wearing penguin suit sleeping fetal position potential protect lumbar intervertebral disc negative effects caused microgravity remaining upright posture h per day may help squeeze water intervertebral disc safely astronauts return gravity environment b zhang s wang k zhu r jiang c niu w penguin suit fetal position finite element model prevent low back pain spaceflight aerosp med hum perform b
846,Excluded,mutant isocitrate dehydrogenase idh inhibitor synergistically prolongs animal survival standard therapies patient derived idh mutant glioma xenograft mouse models mutation isocitrate dehydrogenase idh occurs who grades ii iii astrocytomas oligodendrogliomas secondary glioblastoma gbm the mutant enzyme catalyze reduction a ketoglutaric acid d hydroxyglutaric acid leading cancer initiation in study examined therapeutic efficacy syc hydroxypyridin one newly developed mutant idhinhibitor vitro vivo idh mutant gliomas compared idh wild type gbms s an established neurosphere line bt anaplastic oligoastrocytoma aoa patient derived orthotopic xenograft pdox model recurrent aoa icvaoa pdox models gbm ic gbm ic gbm included idh mutations rh rc analyzed pyrosequencing to determine vitro antitumor activities tumor cells exposed syc im examining changes cell proliferation every days till day cell counting kit assay for vivo effects orthotopic xenograft mouse models ic btaoa ic vaoa treated vehicle as control syc i p mg kg day x days temozolomide tmz oral mg kg day x days fractionated radiation xrt gy day x days as standard therapy combination syc standard therapy starting weeks intracranial tumor implantation animal survival times analyzed log rank analysis s idh rh mutation homozygous detected btaoa neurosphere line rc mutation mutant allele frequency ic vaoa xenograft cells two gbm models ic gbm ic gbm carried wild type idh suppression cell growth observed time dosedependent manner syc particularly idh mutant models at m syc inhibited cell growth bt ic vaoa cells whereas idh wild type gbms ic gbm ic gbm cells day indicating high selectivity syc mutant wild type idh systematic vivo treatment syc alone alter survival times neither ic btaoa ic vaoa models compared control group although standard therapy significantly prolonged animal survival times models p combining syc standard therapies extended median survival times days in standard therapy group days p ic vaoa exhibited similar trend ic btaoa s syc possesses antitumor effects highly selective idh mutant gliomas generated strong synergistic activities standard therapies vivo our data support clinical testing syc idh mutant glioma
847,Included,targeting externalized alphab crystallin irradiated endothelial cells pro thrombotic vascular targeting agents potential applications brain arteriovenous malformations vascular targeting uses molecular markers surface diseased vasculature ligand directed drug delivery induce vessel occlusion destruction in absence discriminatory markers brain arteriovenous malformations avms stereotactic radiosurgery may used prime molecular changes endothelial surface this study explored alphab crystallin cryab radiation induced target pre tested specificity efficacy cryab targeting coaguligand vitro thrombus induction a parallel plate flow system established circulate human whole blood layer human brain endothelial cells a conjugate anti cryab antibody thrombin injected circuit compare binding thrombus formation cells without prior radiation treatment gy radiation increased cryab expression surface exposure human brain endothelial cells in parallel plate flow system targeted anti cryab thrombin conjugate increased thrombus formation surface irradiated cells relative non irradiated cells non targeting igg thrombin conjugate fibrin deposition accumulation fibrinogen degradation products increased significantly radiation doses gy conjugate concentrations mug ml cryab exposure detected surface human brain endothelial cells response irradiation pro thrombotic cryab targeting conjugates bind high flow conditions presence whole blood induce stable thrombus formation high specificity efficacy irradiated surfaces cryab provides novel radiation marker potential vascular targeting irradiated brain avms
848,Included,the hypophyseal irradiation proton beam acromegaly the investigation acromegalic long irradiation pituitary body proton beam showed clinical hormonal improvement clinical improvement without complete growth hormone normalization absence effect the latter mainly partial irradiation pituitary adenoma some proton irradiation demonstrated signs adenohypophyseal functional insufficiency marked decreased level gy over ng ml a proton beam therapy effective provided criteria eligibility observed used independent treatment acromegalic
849,Excluded,phenomenology spatial illusory reactions conditions weightlessness sensory interaction sensory adaptation short long lasting space flights sf dynamics stability adaptive shifts studied phenomenology spontaneous visually induced illusory reactions it shown perceptive impairment developed initial adaptation microgravity considered regular reactions sensory systems given environmental conditions rather special features individuals examined the classification spontaneous illusory reactions sir conditions microgravity investigation vertical vection vection visual illusion evoked optokinetic stimulation presented the following previously unknown phenomena registered first time inversion vertical vection illusion vvi evoked vertical sinusoidal optokinetic stimulation impairment perception body schema vvi change character vvi development vvi asymmetry during long lasting existence conditions weightlessness anomalous perceptive reactions continued registered episodically the period adaptation replaced deadaptation a hypothesis suggested possible mechanisms phenomena found translated fiziologiya cheloveka vol no p july august
850,Excluded,glutamate transporters regulate extrasynaptic nmda receptor modulation kv potassium channels delayed rectifier kv potassium channels regulate somatodendritic excitability periods repetitive high frequency activity recent evidence suggests kv channel modulation linked glutamatergic neurotransmission because nmda type glutamate receptors critical regulators synaptic plasticity investigated nmda receptor modulation kv channels rodent hippocampus cortex bath application nmda potently unclustered dephosphorylated kv produced hyperpolarizing shift voltage dependent activation voltage sensitive potassium currents i k in contrast driving synaptic activity mg free media hyperactivate synaptic nmda receptors effect kv channels moderate pentylenetetrazole induced seizure activity adult mice dephosphorylate hippocampal kv channels selective activation extrasynaptic nmda receptors unclustered dephosphorylated kv channels produced hyperpolarizing shift neuronal i k in addition inhibition glutamate uptake rapidly activated nmda receptors dephosphorylated kv channels these observations demonstrate regulation intrinsic neuronal activity kv coupled extrasynaptic synaptic nmda receptors these data support novel mechanism glutamate transporters regulation neuronal excitability plasticity extrasynaptic nmda receptor modulation kv channels
851,Included,radiation induction receptor tyrosine kinase gene ptk normal rat astrocytes radiation induced gene expression examined rat astrocyte cultures using differential display mrna via reverse transcriptase polymerase chain reaction a kb cdna consistently observed irradiated cultures unirradiated cultures cloned sequenced it found identical ptk receptor tyrosine kinase gene identified recently the protein encoded ptk member novel class receptor tyrosine kinases whose extracellular domain contains regions homology coagulation factors v viii complement component c northern blot analysis revealed expression ptk increased rat astrocytes h exposure gy remained elevated level least h the maximum increase occurred gy cloning studies indicated presence least two ptk mrna transcripts probably alternative splicing mechanism the short isoform lacks amino acid sequence glycine proline rich juxtamembrane region the splicing pattern ptk gene altered radiation however ratios longer shorter mrna transcripts differed adult cortex neonatal cortex vitro astrocyte cultures
852,Included,late vascular effects whole brain x irradiation mouse the whole brains mice irradiated kvp x rays rads min mm cu hvl tsd cm histological study carried out the dose range x irradiation rads i e rads eighty six mice used histological examination for microscopic examination mice killed regular postirradiation intervals weeks the brains removed immediately thereafter fixed bouin s solution embedded paraffin a histological examination performed morphometric estimation vascular lesions degree damage arterial system scored whole serial brain sections necrosis encephalomalacia atrophy cell infiltration telangiectatic vascular change brain caused fibrinoid necrosis large arteries observed dose dependent incidence fibrinoid necrosis increased weeks irradiation mean score fibrinoid necrosis increased dose dependently approximately weeks irradiation it suggested scores large vessel damage relate dose weeks used quantify vessel injury fibrinoid necrosis large vessels may relate incidence radionecrosis
853,Excluded,effect dehydration thermoregulation eland hartebeest thermoregulatory responses solar radiation eland hartebeest examined natural radiative environment determining relationships sweating panting skin rectal temperatures for hydrated eland thermoregulatory mechanisms panting sweating related skin rectal temperature onset occurring threshold skin temperature degreec respectively when dehydrated panting sweating delayed threshold skin temperature respectively also related rising rectal temperature in hartebeest panting regulated thermoregulatory mechanism when fully hydrated panting frequency hartebeest related skin temperature onset occurring degreec however dehydrated regulation panting shifted rising rectal temperature onset polypnea occurring threshold rectal temperature degreec during dehydration sensitivity magnitude panting frequency species enhanced it postulated peripheral thermal sensitivity african antelopes hydrated helps maintain thermal homeostasis response increase radiative load when dehydrated rigid thermal homeostasis abandoned conserve water resultant hyperthermia however species suggested brain protected hyperthermia enhanced sensitivity panting mechanism
854,Excluded,the dosimetric comparison radiotherapeutic plans composite synchronous planning approaches sequential imrt nasopharyngeal carcinoma the aim present study compare dosimetric differences radiotherapeutic plans synchronous composite planning approaches sequential intensity modulated radiation therapy imrt nasopharyngeal carcinoma npc twelve npc treated sequential imrt enrolled two planning approaches used sequential imrt plan the first composite planning approach initial boost plans designed optimized independently the second synchronous planning approach boost imrt plan designed foundation initial imrt plan optimization would adjusted based dose distributions initial imrt plan dosimetric comparisons imrt plans composite synchronous planning approaches analyzed evaluate dose coverage conformity homogeneity planning target volume ptv sparing organs risk oars number segments monitor units mus the showed summed plans entire treatment course achieved according original planning goals dose coverage conformity homogeneity ptv similar with regard sparing brain stem spinal cord parotid glands significant difference summed plans two planning approaches however boost imrt plan composite planning approach tended higher dose coverage p conformity p homogeneity p plan synchronous planning approach moreover boost plan composite planning approach reduced mus significantly p the indicated radiotherapeutic plan composite planning approach provides better dose coverage conformity homogeneity ptv boost plan synchronous planning approach reduced mus sequential intensity modulated radiotherapy copyright e century publishing corporation all rights reserved
855,Included,whole brain radiotherapy induces cognitive dysfunction mice key role gut microbiota rationale approximately cancer experience brain metastasis bm great impact quality life survival rates whole brain radiotherapy wbrt effective treatment bm however cannot ignored wbrt might induce series neuropsychiatric side effects including cognitive dysfunction cd accumulating evidence shows gut microbiota gut microbiota brain axis may play vital role pathogenesis cd and we adopted wbrt mimic cd hierarchical cluster analysis morris water maze test mwmt in addition observed effects antibiotics prebiotics wbrt induced cd variations revealed via s rrna sequencing analysis different levels the s rrna sequencing analysis revealed altered composition gut microbiota cd non cd phenotypes furthermore observed decrease levels phylum bacteroidete class bacteroidia order bacteroidales cd group increase genus allobaculum level wbrt pretreatment antibiotics caused significant decrease level phylum tm whereas increase levels class gammaproteobacteria order enterobacteriales species escherichia coli after pretreatment probiotics levels phylum cyanobacteria class cd order ys decreased levels family bacteroidaceae genus bacteroides species parabacteroides distasonis increased wbrt induced cd might highly related abnormal composition gut microbiota strategies improving composition gut microbiota may provide beneficial effects cd individuals exposed wbrt
856,Excluded,a new uv sensitive mutant suggests second excision repair pathway neurospora crassa in attempt understand relationship photorepair dark repair neurospora crassa new mutant isolated showed defects repair processes the new mutant mus moderately sensitive uv shows imperfect photoreactivation following uv irradiation dna purified mutant uv sensitive mutants analyzed removal cyclobutane pyrimidine dimers cpds uv specific endonuclease sensitive sites ess completely disappeared h photoreactivation mus dna although survival recovery photoreactivation greatly reduced mutant this suggests insufficient survival recovery photoreactivation mus failure photo reversal cpds removal ess liquid holding dark repair slower mus compared wild type to test possibility mutant involved excision repair double mutant made mus mus encodes uv damage specific endonuclease cpd excision mus null mutant severely affected completely inhibited the double mutant showed complete loss excision activity super sensitive uv these indicate mus participates excision pathway different mus pathway the mus mutant sensitive uv also chemical mutagens make adducts dna thus mus possibly involved excision repair pathway related saccharomyces cerevisiae rad pathway copyright c elsevier science b v
857,Excluded,alpha phenyl n tert butyl nitrone attenuates lipopolysaccharide induced neuronal injury neonatal rat brain although white matter damage fundamental neuropathological feature periventricular leukomalacia pvl motor cognitive deficits observed later infants pvl indicate possible involvement cerebral neuronal dysfunction using previously developed rat model white matter injury induced cerebral lipopolysaccharide lps injection investigated whether lps exposure also neuronal injury neonatal brain whether alpha phenyl n tert butyl nitrone pbn antioxidant offers protection lps induced neuronal injury a stereotactic intracerebral injection lps mg kg performed sprague dawley rats postnatal day control rats injected sterile saline lps exposure resulted axonal neuronal injury cerebral cortex indicated elevated expression beta amyloid precursor protein altered axonal length width increased size cortical neuronal nuclei lps exposure also caused loss tyrosine hydroxylase positive neurons substantia nigra ventral tegmental areas rat brain treatments pbn mg kg significantly reduced lps induced neuronal axonal damage the protection pbn associated attenuation oxidative stress induced lps indicated reduced number hydroxynonenal malondialdehyde nitrotyrosine positive cells cortical area following lps exposure reduction microglial activation stimulated lps the finding inflammatory environment may cause white matter neuronal injury neonatal brain supports possible anatomical correlate intellectual deficits cortical deep gray neuronal dysfunctions associated pvl the protection pbn may indicate potential usefulness antioxidants treatment neuronal dysfunctions
858,Excluded,role hippocampal cav ca channels nmda receptor independent synaptic plasticity spatial memory current knowledge molecular mechanisms nmda receptor nmdar independent long term potentiation ltp hippocampus function memory formation behaving animal limited nmdar independent ltp ca region thought require activity postsynaptic l type voltage dependent ca channels cav x underlying channel isoform remains unknown we evaluated function cav l type ca channel spatial learning synaptic plasticity triggering learning associated biochemical processes using mouse line inactivation cacnac cav gene hippocampus neocortex cav hcko this model shows selective loss protein synthesis dependent nmdar independent schaffer collateral ca late phase ltp l ltp severe impairment hippocampus dependent spatial memory decreased activation mitogen activated protein kinase mapk pathway reduced camp response element cre dependent transcription ca pyramidal neurons our provide strong evidence role l type ca channel dependent nmdar independent hippocampal l ltp formation spatial memory behaving animal function mapk creb cre binding protein signaling cascade linking cav channel mediated ca influx either process
