,decision,titleabstract
153,Excluded,"Latrogenic diplopia Diplopia is a very disturbing condition that has been reported as a complication of several surgical procedures. The following review aims to identify the ocular and nonocular surgical techniques more often associated with this undesirable result. Diplopia is reported as an adverse outcome of some neurosurgical procedures, dental procedures, endoscopic paranasal sinus surgery, and several ophthalmic procedures. The most common patterns and some recommendations in order to prevent and treat this frustrating outcome are also given. © 2014 Springer Science+Business Media."
1983,Excluded,"The impact of near-infrared light on dopaminergic cell survival in a transgenic mouse model of parkinsonism We have examined whether near-infrared light (NIr) treatment mitigates oxidative stress and increased expression of hyperphosphorylated tau in a tau transgenic mouse strain (K3) that has a progressive degeneration of dopaminergic cells in the substantia nigra pars compacta (SNc). The brains of wild-type (WT), untreated K3 and NIr-treated K3 mice, aged five months (thus after the onset of parkinsonian signs and neuropathology), were labelled immunohistochemically for the oxidative stress markers 4-hydroxynonenal (4-HNE) and 8-hydroxy-2'-deoxyguanosine (8-OHDG), hyperphosphorylated tau (using the AT8 antibody) and tyrosine hydroxylase (TH). The average intensity and area of 4-HNE, 8-OHDG and AT8 immunoreactivity were measured using the MetaMorph software and TH+ cell number was estimated using stereology. Our results showed immunoreactivity for 4-HNE, 8-OHDG and AT8 within the SNc was increased in K3 mice compared to WT, and that this increase was mitigated by NIr. Results further showed that TH+ cell number was lower in K3 mice than in WT, and that this loss was mitigated by NIr. In summary, NIr treatment reduced the oxidative stress caused by the tau transgene in the SNc of K3 mice and saved SNc cells from degeneration. Our results, when taken together with those in other models, strengthen the notion that NIr treatment saves dopaminergic cells in the parkinsonian condition."
1743,Excluded,"Chemoradiotherapy for primary CNS lymphoma: an intent-to-treat analysis with complete follow-up OBJECTIVE: To assess the efficacy and safety of a preradiation chemotherapy regimen in patients with primary CNS lymphoma (PCNSL), with emphasis on long-term outcomes.METHODS: In this prospective phase II trial, patients with a new diagnosis of PCNSL received two cycles of intrathecal (12 mg) and IV (1 g/m2) methotrexate (MTX), thiotepa (30 mg/m2), and procarbazine (75 mg/m2), prior to whole-brain radiotherapy (RT).RESULTS: Seventeen patients were enrolled (ages 26 to 71, median 53). Median Karnofsky performance scale score was 70. After chemotherapy, 7 patients (41%) had a complete response (CR) and 7 (41%) a partial response (PR). After RT, 13 (76%) patients achieved a CR, 2 (12%) a PR, and 2 (12%) had disease progression. Relapse occurred in 7 (41%) patients; median disease-free survival was 18 months. Fifteen (88%) patients have died: 8 (47%) from PCNSL, 5 (29%) from neurotoxicity, and 2 (12%) from unknown causes. Median overall survival was 32 months. Two patients (12%) are alive and disease free at 12 years follow-up. Nephrotoxicity was a minor complication, but grades 3 and 4 myelosuppression were found in 5 (29%) patients.CONCLUSIONS: This regimen resulted in an efficacy and toxicity profile comparable to other combined modality treatments, despite the relatively low dose of methotrexate. It may be a useful option in patients unable to tolerate higher doses. Procarbazine and thiotepa are potential candidates for incorporation into chemotherapy regimens aiming to decrease the incidence of neurotoxicity. First relapse and neurotoxicity within 2 years of diagnosis seem to be critical for predicting long-term outcomes."
2412,Excluded,"Radiosensitivity and differentiation of ganglion cells within fetal mouse retinal explants in vitro Fetal mouse retinas were explanted at 13-14 days of gestation, and exposed to gamma radiation in vitro. Not all regions of the retina were equally susceptible to radiation-induced necrosis; when exposed to 5000 rads soon after explanation, each explant had a single small radioresistant nubbin of apparently intact tissue, located near the optic nerve-head. This region of radioresistant tissue was larger when the dose of radiation was reduced and when the explants were exposed at later times in vitro, indicating the existence of a gradient of radioresistance across retinal explants which spread outward through at least the first week in vitro, the period examined. Based upon the extensive in situ literature which has correlated the emergence of radioresistance with the differentiation of retinal neurons, we conclude that the in situ central-to-peripheral sequence of cellular differentiation continues in vitro within our retinal explants. Whereas the ganglion cell axonal outgrowth from control retinas grown in isolation on collagen substrates underwent a gradual disintegration over 3 weeks in vitro, the sparse axonal outgrowth from explants exposed to 5000 rads disintegrated abruptly at 5-7 days in vitro. This did not appear to be due to direct damage from radiation, but instead reflected the fact that axons in irradiated cultures arose from central retinal regions only, while many axons in control cultures emerged from later-differentiating peripheral regions. We suggest that disintegration of individual axons in the outgrowth may occur rapidly and in a central-to-peripheral sequence. These findings should be useful in designing assays for trophic factors which may prevent ganglion cell axon disintegration in this in vitro model system."
501,Included,Neuroendocrine disorders at long term in persons exposed to ionizing radiation after the accident at the Chernobyl Atomic Electric Power Station. [Russian] Endocrinous and metabolism disorders were studied in the remote period in persons subjected to the effect of ionizing radiation after the Chernobyl atomic station accident. Results of the investigation revealed: disorders of the synthesis of sex hormones with small radiation doses; serotonin in increased concentration produced at the level of the hypothalamus a modulating effect on the pituitary-adrenocortical system causing its functional tension; persisting functional changes in the central regulation link--the hypothalamus.
609,Included,"Localization dependent sensitivity of cerebral Na,K-ATPase to irradiation induced oxidative imbalance in rats Na,K-ATPase represents the key enzyme maintaining the ionic gradient across plasma membrane. It was documented that in directly irradiated organs the activity of this enzyme is decreased. The aim of present study was to clarify the remote effect of irradiation in mediastinal area on the activity of the Na,K-ATPase in selected brain regions in rats. Ionizing radiation in single dose 25 Gy induced alterations in oxidative status of blood plasma. Irradiation also decreased the activity of the Na,K-ATPase in cerebral cortex. Measurements of kinetic properties of the enzyme dependently on the concentration of energy substrate ATP or cofactor Na<sup>+</sup> indicated that the lowered enzyme activity is probably a consequence of decreased number of active molecules of the enzyme, as suggested by lowered V<sub>max</sub> values (by 13 - 14%). Immunoblot analysis revealed that this effect is connected namely to decreased presence of alpha2 and alpha3 subunits (by 25% and 30% respectively). Considering the current concepts about involvement of the malfunction of alpha2 alpha3 subunits in development of primary brain dysfunctions, it may be hypothesized that the lowered functionality of those subunits of Na,K-ATPase may represent a predisposition to neurodegenerative disorders after irradiation. The observed effect seems to be localization dependent as the enzyme in cerebellum resisted to irradiation."
1599,Excluded,"Neuroimaging in Leukemia Leukemias are a heterogeneous group of hematologic malignancies that results from uncontrolled neoplastic proliferation of undifferentiated or partially differentiated hematopoietic cells. Patients with acute leukemia can have a variety of craniocerebral complications, which can result from direct leukemic involvement, secondary to cerebrovascular or infectious complications of leukemia, or can be treatment related. Imaging plays a central role in evaluating the central nervous system during treatment in patients with leukemia. CT scan is usually considered an effective initial imaging modality to evaluate for cerebrovascular complications. MRI is considered the imaging modality of choice due to its versatility. Copyright © 2016 Elsevier Inc."
1996,Included,"Effects of Proton and Combined Proton and (56)Fe Radiation on the Hippocampus The space radiation environment contains protons and (56)Fe, which could pose a significant hazard to space flight crews during and after missions. The space environment involves complex radiation exposures, thus, the effects of a dose of protons might be modulated by a dose of heavy-ion radiation. The brain, and particularly the hippocampus, may be susceptible to space radiation-induced changes. In this study, we first determined the dose-response effect of proton radiation (150 MeV) on hippocampus-dependent cognition 1 and 3 months after exposure. Based on those results, we subsequently exposed mice to protons alone (150 MeV, 0.1 Gy), (56)Fe alone (600 MeV/n, 0.5 Gy) or combined proton and (56)Fe radiations (protons first) with the two exposures separated by 24 h. At one month postirradiation, all animal groups showed novel object recognition. However, at three months postirradiation, mice exposed to either protons or combined proton and (56)Fe radiations showed impaired novel object recognition, which was not observed in mice irradiated with (56)Fe alone. The mechanisms in these impairments might involve inflammation. In mice irradiated with protons alone or (56)Fe alone three months earlier, there was a negative correlation between a measure of novel object recognition and the number of newly born activated microglia in the dentate gyrus. Next, cytokine and chemokine levels were assessed in the hippocampus. At one month after exposure the levels of IL-12 were higher in mice exposed to combined radiations compared with sham-irradiated mice, while the levels of IFN-gamma were lower in mice exposed to (56)Fe radiation alone or combined radiations. In addition, IL-4 levels were lower in (56)Fe-irradiated mice compared with proton-irradiated mice and TNF-alpha levels were lower in proton-irradiated mice than in mice receiving combined radiations. At three months after exposure, macrophage-derived chemokine (MDC) and eotaxin levels were lower in mice receiving combined radiations. The levels of MDC and eotaxin correlated and the levels of MDC, but not eotaxin, correlated with the percentage of newly born activated microglia in the blades of the dentate gyrus. Finally, hippocampal IL-6 levels were higher in mice receiving combined radiations compared with mice receiving (56)Fe radiation alone. These data demonstrate the sensitivity of novel object recognition for detecting cognitive injury three months after exposure to proton radiation alone, and combined exposure to proton and (56)Fe radiations, and that newly-born activated microglia and inflammation might be involved in this injury."
2961,Excluded,"A pilot study using dynamic contrast enhanced-MRI as a response biomarker of the radioprotective effect of memantine in patients receiving whole brain radiotherapy PURPOSE: This pilot prospective study sought to determine whether dynamic contrast enhanced MRI (DCE-MRI) could be used as a clinical imaging biomarker of tissue toxicity from whole brain radiotherapy (WBRT).METHOD: 14 patients who received WBRT were imaged using dynamic contrast enhanced DCE-MRI prior to and at 8-weeks, 16-weeks and 24-weeks after the initiation of WBRT. Twelve of the patients were also enrolled in the RTOG 0614 trial, which randomized patients to the use of placebo or memantine. After the unblinding of the treatments received by RTOG 0614 patients, DCE-MRI measures of tumor tissue and normal appearing white matter (NAWM) vascular permeability (Initial Area Under the Curve (AUC) Blood Adjusted) was analyzed. Cognitive, quality-of-life (QOL) assessment and blood samples were collected according to the patient's ability to tolerate the exams. Circulating endothelial cells (CEC) were measured using flow cytometry.RESULTS: Following WBRT, there was an increasing trend in the vascular permeability of tumors (p=0.09) and NAWM (p=0.06) with time. Memantine significantly (p=0.01) reduced NAWM AUC changes following radiotherapy. Patients on memantine retained (COWA p= 0.03) better cognitive functions than those on placebo. No association was observed between the level of CEC and DCE-MRI changes, time from radiotherapy or memantine use.CONCLUSIONS: DCE-MRI can detect vascular damage secondary to WBRT. Our data suggests that memantine reduces WBRT-induced brain vasculature damages."
3114,Excluded,"Survival benefit of anti-HER2 therapy after whole-brain radiotherapy in HER2-positive breast cancer patients with brain metastasis AIM: We aimed to assess the survival benefit of epidermal growth factor receptor 2 (HER2)-positive breast cancer patients with brain metastasis (BM) after whole-brain radiotherapy (WBRT) in combination with systemic treatments, especially anti-HER2 therapy.METHODS: This retrospective study analyzed the overall survival (OS) of 60 HER2-positive breast cancer patients with BM after WBRT in combination with systemic treatments. Among them, 42 patients received chemotherapy while 18 patients did not receive after WBRT. With regard to anti-HER2 therapy, after WBRT, 17 patients received anti-HER2 treatment without prior adjuvant trastuzumab-based therapy, 7 patients received anti-HER2 treatment with prior adjuvant trastuzumab-based therapy, and 36 patients did not receive further anti-HER2 treatment. All patients were followed up regularly until January 23, 2013.RESULTS: The median OS of patients with BM was 12 months. Patients who received anti-HER2 therapy and chemotherapy after WBRT had significantly better survival compared with patients who did not receive further treatment. Patients who received anti-HER2 treatment after WBRT but did not receive adjuvant trastuzumab-based therapy for early breast cancer had better OS, followed by patients who received anti-HER2 agent both in adjuvant treatment and after WBRT and patients who did not receive anti-HER2 treatment. Multivariate analysis showed that Karnofsky Performance Status, control of extracranial metastases, chemotherapy after WBRT, and anti-HER2 therapy combined with WBRT were all independent predictors for OS.CONCLUSION: Both chemotherapy and anti-HER2 therapy after WBRT could improve OS. Moreover, patients without prior exposure to adjuvant anti-HER2 treatment may have survival benefit superior to those of patients with prior exposure."
1467,Excluded,"The neuro-immuno-cutaneous system and ultraviolet radiation Numerous cells are closely associated with cutaneous nerve fibers, which through the action of neuropeptides are able to modulate cellular function. Anatomical and physiological links between immune cells and nerves and other cells in skin are so close that we propose the concept of a neuro-immuno-cutaneous system (NICS). Under the impact of ultraviolet radiation (UVR) virtually all properties of the NICS are modified. UVR induces melanin synthesis and immunosuppression, events in which neuropeptides, especially melanocyte stimulating hormone (MSH) and the calcitonin gene-related peptide CGRP, play a role. [References: 48]"
693,Included,"Systemic HDAC3 inhibition ameliorates impairments in synaptic plasticity caused by simulated galactic cosmic radiation exposure in male mice Deep space travel presents a number of measurable risks including exposure to a spectrum of radiations of varying qualities, termed galactic cosmic radiation (GCR) that are capable of penetrating the spacecraft, traversing through the body and impacting brain function. Using rodents, studies have reported that exposure to simulated GCR leads to cognitive impairments associated with changes in hippocampus function that can persist as long as one-year post exposure with no sign of recovery. Whether memory can be updated to incorporate new information in mice exposed to GCR is unknown. Further, mechanisms underlying long lasting impairments in cognitive function as a result of GCR exposure have yet to be defined. Here, we examined whether whole body exposure to simulated GCR using 6 ions and doses of 5 or 30 cGy interfered with the ability to update an existing memory or impact hippocampal synaptic plasticity, a cellular mechanism believed to underlie memory processes, by examining long term potentiation (LTP) in acute hippocampal slices from middle aged male mice 3.5-5 months after radiation exposure. Using a modified version of the hippocampus-dependent object location memory task developed by our lab termed ""Objects in Updated Locations"" (OUL) task we find that GCR exposure impaired hippocampus-dependent memory updating and hippocampal LTP 3.5-5 months after exposure. Further, we find that impairments in LTP are reversed through one-time systemic subcutaneous injection of the histone deacetylase 3 inhibitor RGFP 966 (10 mg/kg), suggesting that long lasting impairments in cognitive function may be mediated at least in part, through epigenetic mechanisms."
690,Excluded,"Novel snapshot imaging of photoreceptor bleaching in macaque and human retinas PURPOSE: Various methods have been used to obtain a topographic map of bleached photopigments in human retinas in the past. The purpose of this study was to determine whether the bleaching topography of the photoreceptors could be obtained by snapshot imaging reflectometry.METHODS: Four to five fundus photographs of one rhesus monkey and three healthy human subjects were taken by white flashes at intervals of 4 s, with a commercial fundus camera with minimal modifications. The flash-induced reflectance increases (bleaching) were calculated by dividing the reflectance of the first image into the subsequent images, pixel by pixel.RESULTS: The topography of the bleached macula corresponded well with the anatomical distribution of the cones. The ratio of reflectance changes in the center to that in the surrounding tissue was high for red and low for green and blue images. These results indicate that the reflectivity changes were not artifacts but were derived from changes in the photopigment density in the cones and rods.CONCLUSIONS: The topography of bleached photoreceptors obtained with a commercial fundus camera from one monkey and three healthy human subjects showed that this technique has potential as a new clinical method for examining photoreceptor function in both normal and diseased retinas."
651,Excluded,"[Hyperbolic function of the neuroelectrical effects in the cerebral form of radiation lesions] A theoretical synthesis of electrical parameters of interaction between gamma radiation and excited membranes of nervous and muscular tissues suggests a correlation between power (dose-rate, R) and duration of exposure (T), of the liminal stimulation of a neuron by gamma radiation: R = 6 + 8/T. In studying early transient neurologic disorders (ETND) the threshold charges of ionizing radiation have been defined for various probabilities of occurrence of one of the ETND symptoms."
327,Excluded,"Onyx embolization for treatment of dural arteriovenous fistula: comparison of long- distance versus routine injection method. [Chinese] METHODS: The clinical data were retrospectively analyzed in 59 patients with DAVF treated with Onyx embolization using long-distance injection method (28 patients) and routine injection method (31 patients). The efficacy, safety, injection time and radiation exposure during Onyx embolization were compared between the two injections methods. RESULTS: The average radiation dose exposure to the surgeon per procedure was significantly lower in the long-distance injection group than in the routine group. The injection time (P=0.53), injection volume (P=0.78), number of supply arteries (P=0.80), Cognard types (P=0.67), and effect of embolization (P=0.88) were all similar between the two groups. CONCLUSION: Endovaseular treatment of intracranial DAVF with Onyx embolization using the long-distance injection method is feasible, safe and effective and can reduce the radiation exposure to the surgeon. OBJECTIVE: To compare the efficacy, clinical characteristics, safety, injection time and radiation exposure of Onyx embolization using a long-distance injection method and routine injection method for management of dural arteriovenous fistula (DAVF)."
3120,Excluded,"Response characterstics of spinothalamic tract neurons that project to the posterior thalamus in rats A sizeable number of spinothalamic tract axons terminate in the posterior thalamus. The functional roles and precise areas of termination of these axons have been a subject of recent controversy. The goals of this study were to identify spinothalamic tract neurons (STT) within the cervical enlargement that project to this area, characterize their responses to mechanical and thermal stimulation of their receptive fields, and use microantidromic tracking methods to determine the nuclei in which their axons terminate. Forty-seven neurons were antidromically activated using low-amplitude (< or =30 microA) current pulses in the contralateral posterior thalamus. The 51 points at which antidromic activation thresholds were lowest were surrounded by ineffective tracks indicating that the surrounded axons terminated within the posterior thalamus. The areas of termination were located primarily in the posterior triangular, medial geniculate, posterior and posterior intralaminar, and suprageniculate nuclei. Recording points were located in the superficial and deep dorsal horn. The mean antidromic conduction velocity was 6.4 m/s, a conduction velocity slower than that of other projections to the thalamus or hypothalamus in rats. Cutaneous receptive fields appeared to be smaller than those of neurons projecting to other areas of the thalamus or to the hypothalamus. Each of the examined neurons responded exclusively or preferentially to noxious stimuli. These findings indicate that the STT carries nociceptive information to several target nuclei within the posterior thalamus. We discuss the evidence that this projection provides nociceptive information that plays an important role in fear conditioning."
1820,Included,"Mortality among pilots and cabin crew in Greece, 1990-1997 Background. Specific health hazards, among them radiation of cosmic origin, have caused some concern among aircrew in civil aviation in recent years. Several cohort studies in Northern countries have investigated mortality and cancer incidence among aircrew. Our goal was to study the pattern of mortality among Greek commercial airline cockpit and cabin crew. Methods. We performed a retrospective cohort study including 843 Olympic Airways cockpit crew and 1835 cabin attendants. Standardized mortality ratios (SMR) were calculated based on death rates of the Greek population. Duration of employment as a proxy for occupational exposure was used to stratify the cohort. Results. For cockpit crew, the overall SMR was 0.7 (n = 65, 95% CI: 0.5-0.9). The SMR for all cancers was also significantly decreased (n = 17; SMR = 0.6; 95% CI: 0.3-0.9). Most of this reduction was due to a large deficit in lung cancer deaths (SMR = 0.1; 95% CI: 0.0-0.5). Slight but non-significant increases were noted for brain and liver cancer. The SMR for cardiovascular death was close to unity. Among female cabin attendants the SMR for all causes was 0.8 (95% CI: 0.4-1.3). The SMR for all cancers was 0.8 (95% CI: 0.3-1.7). Mortality from breast cancer was not increased. Among male cabin crew, SMR for all causes was 0.5 (95% CI: 0.3-0.9). Analyses according to duration of employment showed no pattern. Conclusions. In this first-ever occupational cohort study in Greece, Greek aircrew had a low overall and cancer mortality. Due to the small number of events, the strength of our study is limited. The Greek data will be included in a pooled analysis of European studies."
2508,Excluded,"Radiosurgical treatment of cerebral metastases. Method, indications and results Stereotactically guided single-dose irradiation of brain metastases with low radiosensitivity has been performed in a series of 30 patients. Clinical symptoms improved in 18 of 27 evaluated patients and remained stable in another 7. Tumour regression was achieved in 13 of 22 patients, and arrest of tumour growth in 7 other patients. The treatment was usually well tolerated. The incidence of side effects was low. Thus, radiosurgery seems to be a valuable alternative to microsurgical extirpation of solitary brain metastases with low radiosensitivity."
264,Included,"Effect of intraoperative radiation therapy on enzyme histochemistry of expression muscle of guinea pigs after injury of facial nerve. [Chinese] PURPOSE: To explore the mechanism of facial nerve recovery after radiotherapy by simulating surgical treatment of parotid gland carcinoma with reserving facial nerve and studying the ability of aerobic metabolism, transmission of neurotransmitter, variation of ultrastructure of motor end and mitochondrion after radiotherapy during operation. METHOD(S): Animal models of treatment group(15Gy) and lethal dose group(17Gy) were established. Succinic dehydrogenase(SDH) and acetylcholine lipase(AchE) of orbicularis oris were measured after radiotherapy. Student's t test was used for statistical analysis. RESULT(S): The activity of SDH and AchE declined after radiotherapy. There was significant difference between treatment group and lethal dose group. One month later, there was a significant improvement in the activity of SDH and AchE in treatment group, while that of lethal dose group continued to decline. CONCLUSION(S): After radiotherapy during parotid gland surgery, the activity of SDH and AchE, transmission of neurotransmitter, and the ability of aerobic metabolism decreased. The ultrastructure of motor end and mitochondrion was destroyed. The variation returned to preoperative levels in treatment group, while did not in lethal dose group."
2644,Included,"A mouse model replicating hippocampal sparing cranial irradiation in humans: A tool for identifying new strategies to limit neurocognitive decline Cancer patients undergoing cranial irradiation are at risk of developing neurocognitive impairments. Recent evidence suggests that radiation-induced injury to the hippocampi could play an important role in this cognitive decline. As a tool for studying the mechanisms of hippocampal-dependent cognitive decline, we developed a mouse model replicating the results of the recent clinical RTOG 0933 study of hippocampal sparing whole-brain irradiation. We irradiated 16-week-old female C57BL/6J mice to a single dose of 10 Gy using either whole-brain irradiation (WBRT) or hippocampal sparing irradiation (HSI). These animals, as well as sham-irradiated controls, were subjected to behavioral/cognitive assessments distinguishing between hippocampal-dependent and hippocampal-independent functions. Irradiation was well tolerated by all animals and only limited cell death of proliferating cells was found within the generative zones. Animals exposed to WBRT showed significant deficits compared to sham-irradiated controls in the hippocampal-dependent behavioral task. In contrast, HSI mice did not perform significantly different from sham-irradiated mice (control group) and performed significantly better when compared to WBRT mice. This is consistent with the results from the RTOG 0933 clinical trial, and as such this animal model could prove a helpful tool for exploring new strategies for mitigating cognitive decline in cancer patients receiving cranial irradiation."
2571,Excluded,"Evaluation of novel modified tangential irradiation technique for breast cancer patients using dose-volume histograms Purpose We have previously reported that entire axillary lymph node regions could be irradiated by the modified tangential irradiation technique (MTIT). In this study, MTIT was compared with a conventional irradiation technique (CTIT) using dose-volume histograms to verify how adequately MTIT covers the breast and axillary lymph node region and the extent to which it involves the lung and heart. Methods and materials Forty-four patients with early-stage breast cancer were treated by lumpectomy, axillary dissection, and postoperative radiotherapy. Twenty-two patients were treated with MTIT and 22 with CTIT. In 25 patients, the breast tumor was on the left and in 19 on the right. During axillary dissection, surgical clips were left as markers at the border of the axillary lymph node region. MTIT was planned by setting the dorsal edge of the radiation field on a lateral-view simulator film at the dorsal edge of the humeral head and the cranial edge of the radiation field at the caudal edge of the humeral head. CTIT was planned to ensure radiation of the breast tissue without considering the axillary region. In this study, all patients underwent computed tomography, and the CT data were transmitted on-line to a radiotherapy planning system, in which the dose-distribution computed tomography images and dose-volume histograms were calculated by defining the breast, axillary region (levels I, II, and III), lung, and heart region. Results Dose-volume histogram analysis demonstrated that breast tissue was radiated with an 86.5-100% volume (median 96.5%) by MTIT and an 83-100% volume (median, 95%) by CTIT at >95% of the isocenter dose. The axillary lymph node regions at Levels I, II, and III were irradiated with 84-100% (median, 94.5%), 59-100% (median, 89%), and 70-100% (median, 89.5%) volumes, respectively, by MTIT and with 2-84% (median, 38%), 0-53% (median, 15%), and 0-31% (median, 0%) volumes, respectively, by CTIT at >70% of the isocenter dose. The ipsilateral lung was irradiated with a 5-22% volume (median, 11.5%) by MTIT and 5-15% volume (median 9%) by CTIT at >90% of the isocenter dose. In all 25 left-sided breast cancer patients, the volumes irradiated with an 80% isocenter dose were <30 cm<sup>3</sup>. Conclusion The results of our study demonstrated that the breast tissue was sufficiently irradiated with both CTIT and MTIT planning, the axillary lymph node areas irradiated by MTIT were much wider than those irradiated by CTIT at all levels, and the lung and heart volumes irradiated by MTIT were small. © 2004 Elsevier Inc."
3024,Excluded,"Effects of gambogic acid on the activation of caspase-3 and downregulation of SIRT1 in RPMI-8226 multiple myeloma cells via the accumulation of ROS Multiple myeloma (MM) is the second most commonly diagnosed hematologic malignancy. Although new drugs, including bortezomib and lenalidomide, have improved the treatment landscape for MM patients, MM remains incurable. Therefore, screening for novel anti-myeloma drugs is necessary. Gambogic acid (GA), the main active ingredient of gamboges secreted from the Garcinia hanburryi tree, has been reported to exhibit potent anticancer activity in certain solid tumors and hematological malignancies, while there are few studies that are available concerning its effects on MM cells. In the present study, we investigated the anticancer activity of GA on the MM RPMI-8226 cells and further studied the underlying mechanisms by which GA affected the cells. RPMI-8226 cells were cultured and the effect of GA on cell proliferation was analyzed using MTT assay. Hoechst 33258 staining was used to visualize nuclear fragmentation, and reactive oxygen species (ROS) levels were detected. GA was found to have a significant, dose-dependent effect on growth inhibition and apoptosis induction in RPMI-8226 cells. This activity is associated with the accumulation of ROS, which contributes to the activation of caspase-3 and the cleavage of poly (ADP-ribose) polymerase (PARP), accompanied with apoptosis in RPMI-8226 cells treated with GA. Mammalian SIRT1, as the closest homolog of the yeast Sir2, was extensively involved in regulating cell processes, including cell senescence, aging and neuronal protection, as well as having anti-apoptotic properties. Moreover, SIRT1 overexpression has been shown to protect cancer cells from chemotherapy and ionizing radiation. In the present study, we demonstrated that GA has the potential to downregulate the expression of SIRT1 via ROS accumulation. In conclusion, our study found that GA is able to induce apoptosis in RPMI-8226 cells via ROS accumulation followed by caspase-3 activation, PARP cleavage and SIRT1 downregulation. These results suggest that GA may have the potential to not only induce apoptosis in MM cells, but also to decrease the relapse rate of MM."
2594,Included,"Spaceflight-induced alterations in cerebral artery vasoconstrictor, mechanical, and structural properties: implications for elevated cerebral perfusion and intracranial pressure Evidence indicates that cerebral blood flow is both increased and diminished in astronauts on return to Earth. Data from ground-based animal models simulating the effects of microgravity have shown that decrements in cerebral perfusion are associated with enhanced vasoconstriction and structural remodeling of cerebral arteries. Based on these results, the purpose of this study was to test the hypothesis that 13 d of spaceflight [Space Transportation System (STS)-135 shuttle mission] enhances myogenic vasoconstriction, increases medial wall thickness, and elicits no change in the mechanical properties of mouse cerebral arteries. Basilar and posterior communicating arteries (PCAs) were isolated from 9-wk-old female C57BL/6 mice for in vitro vascular and mechanical testing. Contrary to that hypothesized, myogenic vasoconstrictor responses were lower and vascular distensibility greater in arteries from spaceflight group (SF) mice (n=7) relative to ground-based control group (GC) mice (n=12). Basilar artery maximal diameter was greater in SF mice (SF: 236+/-9 mum and GC: 215+/-5 mum) with no difference in medial wall thickness (SF: 12.4+/-1.6 mum; GC: 12.2+/-1.2 mum). Stiffness of the PCA, as characterized via nanoindentation, was lower in SF mice (SF: 3.4+/-0.3 N/m; GC: 5.4+/-0.8 N/m). Collectively, spaceflight-induced reductions in myogenic vasoconstriction and stiffness and increases in maximal diameter of cerebral arteries signify that elevations in brain blood flow may occur during spaceflight. Such changes in cerebral vascular control of perfusion could contribute to increases in intracranial pressure and an associated impairment of visual acuity in astronauts during spaceflight."
750,Excluded,"The application of magnets directs the orientation of neurite outgrowth in cultured human neuronal cells Electric and magnetic fields have been known to influence cellular behavior. In the present study, we hypothesized that the application of static magnetic fields to neurons will cause neurites to grow in a specific direction. In cultured human neuronal SH-SY5Y cells or PC12 cells, neurite outgrowth was induced by forskolin, retinoic acid, or nerve growth factor (NGF). We applied static magnetic fields to the neurons and analyzed the direction and morphology of newly formed neuronal processes. In the presence of the magnetic field, neurites grew in a direction perpendicular to the direction of the magnetic field, as revealed by the higher orientation index of neurites grown under the magnetic field compared to that of the neurites grown in the absence of the magnetic field. The neurites parallel to the magnetic field appeared to be dystrophic, beaded or thickened, suggesting that they would hinder further elongation processes. The co-localized areas of microtubules and actin filaments were arranged into the vertical axis to the magnetic field, while the levels of neurofilament and synaptotagmin were not altered. Our results suggest that the application of magnetic field can be used to modulate the orientation and direction of neurite formation in cultured human neuronal cells."
1218,Included,"Effects of neuro-immuno-modulation on healing of wound combined with local radiation injury in rats PURPOSE: To investigate effects of neuro-immuno-modulation on wound healing by observing changes of cytokines and hypothalamic-pituitary-adrenal (HPA) axis hormones in acute stress reaction in rats with wound and combined local radiation injury.METHODS: Sixty female Wistar rats (weighting 200 +/- 20 g) were randomly divided into normal control group, wound group and combined wound-local radiation (CWR) group (25 Gy local radiation post wound), 20 rats in each group. Contents of IL-1beta, IL-6 and IFN-gamma and IL-4 in serum were measured and changes of adrenocorticotropic hormone (ACTH) and glucocorticoid (GC) in serum were analyzed by using enzyme-linked immunosorbent assay and radioimmunologic assay, respectively at different time points post wound and radiation.RESULTS: (1) The level of IFN-gamma, one of the Th1 cell cytokines increased significantly at 14 d post CWR, which was markedly higher than that in control group and wound group. However, the level of IL-4, IL-1beta and IL-6, one of the Th2 cell cytokines, did not show obvious change. (2) Ratio of Th1/Th2 (IFN-gamma/IL-4) in wound group and CWR group increased significantly at 7 d after wound and radiation, which suggested that Th1/Th2 balance drifted to Th1 immune response. The ratio of Th1/Th2 in wound group returned to the normal level up to 14 d after the wound and radiation, while the Th1/Th2 ratio in CWR group increased persistently and was much higher than that in control and wound groups. (3) Level of serous ACTH and GC in CWR group increased at 3 d post wound and radiation, and among them, level of GC showed statistically significant increase, which was much higher than that in control and wound groups.CONCLUSION: Level of serous neurohormone GC in rats increased significantly immediately after wound and radiation; while the level of IFN-gamma showed significant increase only up to 14 d after wound and radiation, and the Th1/Th2 imbalance sustained till 28 d post wound and radiation. In order to reduce acute damage caused by CWR, organic immune system and nerve system showed up a marked regulate effects simultaneously and mutually. Nonetheless, the excessive stress induced by CWR causes disturbance of immunoregulation, which is one of the key reasons for delayed wound healing in CWR."
